season,matchup_id,team_id,team_score,opp_id,opp_score
2018,5,6,355,1,269.5
2018,5,11,225,5,403
2018,5,2,334.5,9,209
2018,5,7,347.5,8,301
2018,5,13,405.5,12,332.5
2018,5,4,280.5,14,345
2018,6,12,278.5,6,367.5
2018,6,5,328.5,9,418
2018,6,2,361,11,201
2018,6,8,317,13,384.5
2018,6,1,271.5,4,216
2018,6,14,333.5,7,289
2018,7,6,357.5,8,301.5
2018,7,2,230,5,244
2018,7,9,255,11,168
2018,7,4,236.5,12,236
2018,7,7,237.5,1,313.5
2018,7,13,306,14,241.5
2018,8,13,222.5,6,372.5
2018,8,4,267.5,7,271
2018,8,8,297.5,5,208
2018,8,12,301.5,2,233.5
2018,8,1,354.5,11,230.5
2018,8,14,280,9,347
2018,9,7,401,6,317.5
2018,9,13,419.5,4,228
2018,9,2,207,8,214
2018,9,11,214,12,219
2018,9,9,256.5,1,274.5
2018,9,5,407,14,330
2018,10,4,277.5,6,396
2018,10,7,209,13,348
2018,10,8,167,11,266
2018,10,12,237,9,286.5
2018,10,1,344,5,227.5
2018,10,14,321.5,2,272.5
2018,11,6,286.5,13,282.5
2018,11,7,242.5,4,281.5
2018,11,9,357,8,256.5
2018,11,5,189,12,211
2018,11,2,290,1,380.5
2018,11,11,249.5,14,317.5
2018,12,6,276,9,314
2018,12,8,301,12,175.5
2018,12,1,290,14,238
2018,12,4,288.5,5,227.5
2018,12,7,211,2,293
2018,12,13,443,11,320
2018,13,5,289,6,429.5
2018,13,1,269.5,8,282.5
2018,13,12,208.5,14,236.5
2018,13,2,340.5,4,229
2018,13,11,255.5,7,258.5
2018,13,9,322,13,319
2018,14,6,345,2,250.5
2018,14,8,234,14,291.5
2018,14,12,202,1,327.5
2018,14,4,221,11,173.5
2018,14,7,331.5,9,286.5
2018,14,13,360,5,285.5
2018,15,11,281.5,6,424
2018,15,12,387,8,395
2018,15,14,615.5,1,443
2018,15,9,462.5,4,331
2018,15,5,392,7,459
2018,15,2,436.5,13,565.5
2018,16,13,328.5,6,329.5
2018,16,5,291,2,270
2018,16,11,196,9,315
2018,16,4,261.5,7,262
2018,16,8,329,12,220.5
2018,16,1,306.5,14,292
2018,17,7,269,6,385.5
2018,17,11,175.5,5,224
2018,17,2,295,9,389.5
2018,17,13,292,4,270.5
2018,17,1,308.5,8,187
2018,17,12,131,14,275.5
2018,18,4,332,6,355
2018,18,5,239,9,257.5
2018,18,2,258,11,282.5
2018,18,7,303.5,13,352
2018,18,8,301,14,270
2018,18,12,178.5,1,279
2018,19,6,319,14,303
2018,19,2,275,5,245
2018,19,9,310.5,11,237.5
2018,19,4,197.5,8,203.5
2018,19,7,336,12,142
2018,19,13,382,1,372.5
2018,20,1,246,6,286
2018,20,5,280,11,243.5
2018,20,9,305,2,221.5
2018,20,8,247.5,7,246.5
2018,20,12,197,13,283
2018,20,14,272.5,4,220
2018,21,6,322,12,168
2018,21,5,247,11,207.5
2018,21,9,418.5,2,280.5
2018,21,13,332,8,269
2018,21,4,193.5,1,170
2018,21,7,222.5,14,376
2018,22,6,565,1,587.5
2018,22,9,650.5,13,612
2018,23,9,780,1,550.5
2018,23,6,611.5,13,584.5
2019,1,14,469,12,401.5
2019,1,1,419.5,2,341
2019,1,13,466,4,495.5
2019,1,6,380.5,11,485.5
2019,1,7,411.5,5,567.5
2019,1,9,428,8,439
2019,2,12,331.5,8,226
2019,2,2,340.5,4,213
2019,2,5,222.5,11,242
2019,2,13,349,1,234.5
2019,2,6,253.5,7,241
2019,2,9,281.5,14,277.5
2019,3,12,371.5,9,281
2019,3,2,199,13,260
2019,3,5,224,6,365.5
2019,3,1,268,4,240.5
2019,3,7,272.5,11,303
2019,3,14,268.5,8,360.5
2019,4,5,378.5,12,324
2019,4,4,255,13,276
2019,4,6,318,9,265
2019,4,2,280,1,240
2019,4,7,283,14,291.5
2019,4,11,253.5,8,292.5
2019,5,12,365,6,333.5
2019,5,4,111.5,2,227.5
2019,5,9,236.5,11,337
2019,5,1,266,13,282.5
2019,5,14,269.5,5,304
2019,5,8,256,7,306
2019,6,11,374,12,367
2019,6,13,362,2,279
2019,6,7,338,9,236
2019,6,4,188,1,341
2019,6,6,276,14,303.5
2019,6,5,291.5,8,320
2019,7,12,345.5,7,338.5
2019,7,13,307.5,4,210
2019,7,9,262.5,5,220
2019,7,1,259,2,317.5
2019,7,14,234,11,250.5
2019,7,8,280,6,310.5
2019,8,2,285,12,367.5
2019,8,11,303,6,359.5
2019,8,13,424,9,420.5
2019,8,7,349,5,308.5
2019,8,1,251,14,253.5
2019,8,4,251,8,284
2019,9,12,330,13,368
2019,9,11,202,5,333
2019,9,9,324,4,216
2019,9,7,305.5,6,307
2019,9,14,266.5,2,265.5
2019,9,8,225,1,203.5
2019,10,4,156.5,12,293.5
2019,10,6,383.5,5,242
2019,10,1,246,9,346.5
2019,10,11,281,7,300
2019,10,13,319.5,14,255
2019,10,2,282,8,214
2019,11,12,307,1,212
2019,11,6,368,11,311.5
2019,11,9,331.5,2,391
2019,11,7,255,5,295
2019,11,14,260,4,256
2019,11,8,321.5,13,364.5
2019,12,12,389.5,14,319.5
2019,12,1,241,7,340
2019,12,13,318,6,287
2019,12,8,269.5,9,280.5
2019,12,2,304.5,5,230
2019,12,4,289.5,11,353
2019,13,8,258.5,12,271
2019,13,7,251,2,259
2019,13,6,258.5,4,257.5
2019,13,14,225,9,317.5
2019,13,5,332.5,13,385.5
2019,13,11,295,1,268.5
2019,14,9,359,12,487.5
2019,14,13,430,7,613.5
2019,14,1,343.5,6,557.5
2019,14,8,443,14,484
2019,14,4,342.5,5,458.5
2019,14,2,398.5,11,370
2019,15,14,355,12,316
2019,15,7,261.5,4,229.5
2019,15,6,312.5,2,240
2019,15,9,419.5,8,285
2019,15,5,208,1,257
2019,15,11,266,13,344
2019,16,12,337.5,14,341.5
2019,16,4,259,13,301.5
2019,16,11,315,6,296
2019,16,2,258,1,282
2019,16,5,246,7,328
2019,16,8,289.5,9,227
2019,17,8,273,12,305.5
2019,17,4,213,2,346
2019,17,11,213.5,5,189
2019,17,1,220.5,13,325.5
2019,17,7,299,6,255.5
2019,17,14,266,9,333
2019,18,9,378,12,366
2019,18,13,277.5,2,362.5
2019,18,6,318.5,5,267
2019,18,4,267.5,1,304
2019,18,11,256.5,7,331
2019,18,8,306,14,280
2019,19,12,346.5,5,291.5
2019,19,13,367,4,265
2019,19,9,354,6,321.5
2019,19,1,243,2,379
2019,19,14,321.5,7,290
2019,19,8,251.5,11,300
2019,20,6,231.5,12,262.5
2019,20,2,332.5,4,232
2019,20,11,219,9,414.5
2019,20,13,259,1,197
2019,20,5,176,14,386.5
2019,20,7,280,8,260
2019,21,12,359.5,11,263.5
2019,21,2,325.5,4,248
2019,21,9,380.5,7,420
2019,21,13,253.5,1,235
2019,21,14,184,6,264
2019,21,8,265.5,5,254
2019,22,6,696.5,12,716.5
2019,22,2,686,13,707
2019,23,12,691,13,499
2019,23,2,473,6,500.5
2019,1,12,401.5,14,469
2019,1,2,341,1,419.5
2019,1,4,495.5,13,466
2019,1,11,485.5,6,380.5
2019,1,5,567.5,7,411.5
2019,1,8,439,9,428
2019,2,8,226,12,331.5
2019,2,4,213,2,340.5
2019,2,11,242,5,222.5
2019,2,1,234.5,13,349
2019,2,7,241,6,253.5
2019,2,14,277.5,9,281.5
2019,3,9,281,12,371.5
2019,3,13,260,2,199
2019,3,6,365.5,5,224
2019,3,4,240.5,1,268
2019,3,11,303,7,272.5
2019,3,8,360.5,14,268.5
2019,4,12,324,5,378.5
2019,4,13,276,4,255
2019,4,9,265,6,318
2019,4,1,240,2,280
2019,4,14,291.5,7,283
2019,4,8,292.5,11,253.5
2019,5,6,333.5,12,365
2019,5,2,227.5,4,111.5
2019,5,11,337,9,236.5
2019,5,13,282.5,1,266
2019,5,5,304,14,269.5
2019,5,7,306,8,256
2019,6,12,367,11,374
2019,6,2,279,13,362
2019,6,9,236,7,338
2019,6,1,341,4,188
2019,6,14,303.5,6,276
2019,6,8,320,5,291.5
2019,7,7,338.5,12,345.5
2019,7,4,210,13,307.5
2019,7,5,220,9,262.5
2019,7,2,317.5,1,259
2019,7,11,250.5,14,234
2019,7,6,310.5,8,280
2019,8,12,367.5,2,285
2019,8,6,359.5,11,303
2019,8,9,420.5,13,424
2019,8,5,308.5,7,349
2019,8,14,253.5,1,251
2019,8,8,284,4,251
2019,9,13,368,12,330
2019,9,5,333,11,202
2019,9,4,216,9,324
2019,9,6,307,7,305.5
2019,9,2,265.5,14,266.5
2019,9,1,203.5,8,225
2019,10,12,293.5,4,156.5
2019,10,5,242,6,383.5
2019,10,9,346.5,1,246
2019,10,7,300,11,281
2019,10,14,255,13,319.5
2019,10,8,214,2,282
2019,11,1,212,12,307
2019,11,11,311.5,6,368
2019,11,2,391,9,331.5
2019,11,5,295,7,255
2019,11,4,256,14,260
2019,11,13,364.5,8,321.5
2019,12,14,319.5,12,389.5
2019,12,7,340,1,241
2019,12,6,287,13,318
2019,12,9,280.5,8,269.5
2019,12,5,230,2,304.5
2019,12,11,353,4,289.5
2019,13,12,271,8,258.5
2019,13,2,259,7,251
2019,13,4,257.5,6,258.5
2019,13,9,317.5,14,225
2019,13,13,385.5,5,332.5
2019,13,1,268.5,11,295
2019,14,12,487.5,9,359
2019,14,7,613.5,13,430
2019,14,6,557.5,1,343.5
2019,14,14,484,8,443
2019,14,5,458.5,4,342.5
2019,14,11,370,2,398.5
2019,15,12,316,14,355
2019,15,4,229.5,7,261.5
2019,15,2,240,6,312.5
2019,15,8,285,9,419.5
2019,15,1,257,5,208
2019,15,13,344,11,266
2019,16,14,341.5,12,337.5
2019,16,13,301.5,4,259
2019,16,6,296,11,315
2019,16,1,282,2,258
2019,16,7,328,5,246
2019,16,9,227,8,289.5
2019,17,12,305.5,8,273
2019,17,2,346,4,213
2019,17,5,189,11,213.5
2019,17,13,325.5,1,220.5
2019,17,6,255.5,7,299
2019,17,9,333,14,266
2019,18,12,366,9,378
2019,18,2,362.5,13,277.5
2019,18,5,267,6,318.5
2019,18,1,304,4,267.5
2019,18,7,331,11,256.5
2019,18,14,280,8,306
2019,19,5,291.5,12,346.5
2019,19,4,265,13,367
2019,19,6,321.5,9,354
2019,19,2,379,1,243
2019,19,7,290,14,321.5
2019,19,11,300,8,251.5
2019,20,12,262.5,6,231.5
2019,20,4,232,2,332.5
2019,20,9,414.5,11,219
2019,20,1,197,13,259
2019,20,14,386.5,5,176
2019,20,8,260,7,280
2019,21,11,263.5,12,359.5
2019,21,4,248,2,325.5
2019,21,7,420,9,380.5
2019,21,1,235,13,253.5
2019,21,6,264,14,184
2019,21,5,254,8,265.5
2019,22,12,716.5,6,696.5
2019,22,13,707,2,686
2019,23,13,499,12,691
2019,23,6,500.5,2,473
