team_id,season,n_wins,n_loss,n_points,ppg,ppg_scaled,rs_finish,points_champ,champion,runner_up,third,playoffs,ferry
1,2015,12,9,6717.5,319.8809523809524,7.9742063492063835,3,0,0,0,1,1,0
2,2015,11,10,6638,316.0952380952381,4.188492063492049,6,0,0,0,0,0,0
3,2015,11,10,6988.5,332.7857142857143,20.878968253968253,5,0,0,0,0,0,0
4,2015,10,11,6539,311.3809523809524,-0.5257936507936165,8,0,0,0,0,0,0
5,2015,12,9,6343,302.04761904761904,-9.859126984126988,4,0,0,0,0,1,0
6,2015,16,5,7635,363.57142857142856,51.66468253968253,1,1,1,0,0,1,0
7,2015,13,8,6680.5,318.1190476190476,6.2123015873015675,2,0,0,1,0,1,0
8,2015,8,13,5886.5,280.3095238095238,-31.59722222222223,10,0,0,0,0,0,0
9,2015,6,15,6038,287.5238095238095,-24.382936507936506,12,0,0,0,0,0,0
10,2015,9,12,6749,321.3809523809524,9.474206349206383,9,0,0,0,0,0,0
11,2015,8,13,5693.5,271.1190476190476,-40.78769841269843,11,0,0,0,0,0,0
12,2015,10,11,6692,318.6666666666667,6.759920634920661,7,0,0,0,0,0,0
1,2016,14,7,7221,343.85714285714283,31.117063492063437,3,0,0,0,1,1,0
2,2016,11,10,6994,333.04761904761904,20.30753968253964,6,0,0,0,0,0,0
3,2016,6,15,5977.5,284.64285714285717,-28.09722222222223,9,0,0,0,0,0,0
4,2016,6,15,5427,258.42857142857144,-54.31150793650795,10,0,0,0,0,0,0
5,2016,15,6,7422,353.42857142857144,40.68849206349205,4,0,0,0,0,1,0
6,2016,17,4,7393.5,352.07142857142856,39.33134920634916,2,0,0,1,0,1,0
7,2016,11,10,6829,325.1904761904762,12.450396825396808,7,0,0,0,0,0,0
8,2016,2,19,5346.5,254.5952380952381,-58.144841269841294,12,0,0,0,0,0,0
9,2016,17,4,7791.5,371.0238095238095,58.28373015873012,1,1,1,0,0,1,0
10,2016,5,16,5963.5,283.9761904761905,-28.763888888888914,11,0,0,0,0,0,0
11,2016,9,12,5899,280.9047619047619,-31.83531746031747,8,0,0,0,0,0,0
12,2016,13,8,6546,311.7142857142857,-1.0257936507936734,5,0,0,0,0,0,0
1,2017,14,7,6628,315.6190476190476,17.817460317460302,1,0,1,0,0,1,0
2,2017,14,7,7284.5,346.8809523809524,49.07936507936512,2,0,0,1,0,1,0
3,2017,7,14,5804,276.3809523809524,-21.420634920634882,10,0,0,0,0,0,0
4,2017,10,11,6283,299.1904761904762,1.3888888888889142,8,0,0,0,0,0,0
5,2017,8,13,5998,285.6190476190476,-12.182539682539698,9,0,0,0,0,0,0
6,2017,17,4,7415.5,353.1190476190476,55.3174603174603,3,1,0,0,1,1,0
7,2017,11,10,6269.5,298.54761904761904,0.7460317460317469,6,0,0,0,0,0,0
8,2017,11.5,9.5,6178.5,294.2142857142857,-3.5873015873015675,5,0,0,0,0,0,0
9,2017,15,6,7138,339.9047619047619,42.10317460317464,4,0,0,0,0,1,0
10,2017,5,16,5283.5,251.5952380952381,-46.20634920634919,11,0,0,0,0,0,0
11,2017,2.5,18.5,4969,236.61904761904762,-61.18253968253967,12,0,0,0,0,0,0
12,2017,11,10,5794.5,275.92857142857144,-21.873015873015845,7,0,0,0,0,0,0
1,2018,14,7,6682.5,318.2142857142857,20.81150793650795,2,0,0,1,0,1,0
2,2018,8,13,6313.5,300.64285714285717,3.2400793650793958,8,0,0,0,0,0,0
4,2018,5,16,5514,262.57142857142856,-34.831349206349216,10,0,0,0,0,0,0
5,2018,8,13,6034,287.3333333333333,-10.069444444444457,9,0,0,0,0,0,0
6,2018,18,3,7321.5,348.64285714285717,51.240079365079396,3,0,0,0,1,1,0
7,2018,10,11,6287,299.3809523809524,1.9781746031746366,7,0,0,0,0,0,0
8,2018,12,9,5794,275.9047619047619,-21.498015873015845,6,0,0,0,0,0,0
9,2018,18,3,6988,332.76190476190476,35.35912698412699,1,0,1,0,0,1,0
11,2018,2,19,5039,239.95238095238096,-57.45039682539681,12,0,0,0,0,0,0
12,2018,4,17,4933.5,234.92857142857142,-62.474206349206355,11,0,0,0,0,0,0
13,2018,14,7,7370.5,350.9761904761905,53.57341269841271,4,1,0,0,0,1,0
14,2018,13,8,6668,317.5238095238095,20.121031746031747,5,0,0,0,0,0,0
1,2019,6,15,5532,263.42857142857144,-40.30753968253964,11,0,0,0,0,0,0
2,2019,14,7,6413.5,305.4047619047619,1.6686507936508406,4,0,0,0,0,1,0
4,2019,1,20,5196.5,247.45238095238096,-56.28373015873012,12,0,0,0,0,0,0
5,2019,6,15,6039,287.57142857142856,-16.16468253968253,10,0,0,0,0,0,0
6,2019,13,8,6758,321.8095238095238,18.07341269841271,3,0,0,0,1,1,0
7,2019,12,9,6814,324.4761904761905,20.740079365079396,5,0,0,0,0,0,0
8,2019,9,12,6120,291.42857142857144,-12.307539682539641,9,0,0,0,0,0,0
9,2019,11,10,6876.5,327.45238095238096,23.716269841269877,6,0,0,0,0,0,0
11,2019,11,10,6194.5,294.9761904761905,-8.759920634920604,8,0,0,0,0,0,0
12,2019,14,7,7245.5,345.0238095238095,41.28769841269843,1,1,1,0,0,1,0
13,2019,18,3,7040.5,335.26190476190476,31.525793650793673,2,0,0,1,0,1,0
14,2019,11,10,6311.5,300.54761904761904,-3.188492063492049,7,0,0,0,0,0,0
1,2020,4,3,2062.5,294.64285714285717,-13.916666666666629,8,0,0,0,0,0,0
2,2020,0,7,2074,296.2857142857143,-12.273809523809518,11,0,0,0,0,0,0
4,2020,1,6,2079.5,297.07142857142856,-11.48809523809524,10,0,0,0,0,0,0
5,2020,0,7,1748.5,249.78571428571428,-58.77380952380952,12,0,0,0,0,0,0
6,2020,4,3,2194.5,313.5,4.940476190476204,7,0,0,0,0,0,0
7,2020,5,2,2334,333.42857142857144,24.86904761904765,3,0,0,0,1,1,0
8,2020,3,4,1698,242.57142857142858,-65.98809523809521,9,0,0,0,0,0,0
9,2020,6,1,2442,348.85714285714283,40.29761904761904,2,0,0,1,0,1,0
11,2020,5,2,2279.5,325.64285714285717,17.08333333333337,4,0,0,0,0,0,0
12,2020,4,3,2258.5,322.64285714285717,14.083333333333371,6,0,0,0,0,0,0
13,2020,6,1,2291.5,327.35714285714283,18.797619047619037,4,0,0,0,0,1,0
14,2020,4,3,2456.5,350.92857142857144,42.36904761904765,1,1,1,0,0,1,0
1,2021,11,9,6888.5,344.425,16.160416666666663,6,0,0,0,0,0,0
2,2021,10,10,6687.5,334.375,6.1104166666666515,7,0,0,0,0,0,0
4,2021,2,18,4846,242.3,-85.96458333333334,12,0,0,0,0,0,0
5,2021,10,10,6421,321.05,-7.214583333333337,8,0,0,0,0,0,0
6,2021,12,8,6877,343.85,15.585416666666674,5,0,0,0,0,0,0
7,2021,5,15,5911.5,295.575,-32.68958333333336,10,0,0,0,0,0,0
8,2021,5,15,5437.5,271.875,-56.38958333333335,11,0,0,0,0,0,0
9,2021,12,8,7060,353,24.73541666666665,2,0,0,1,0,1,0
11,2021,17,3,7432,371.6,43.335416666666674,4,0,0,0,0,1,0
12,2021,13,7,7187,359.35,31.085416666666674,3,0,0,0,1,1,0
13,2021,7,13,6432,321.6,-6.664583333333326,9,0,0,0,0,0,0
14,2021,16,4,7603.5,380.175,51.91041666666666,1,1,1,0,0,1,0
1,2022,6,14,6098,304.9,-38.92500000000001,10,0,0,0,0,0,0
2,2022,16,4,7614.5,380.725,36.900000000000034,4,1,0,0,0,1,0
4,2022,8,12,7020,351,7.175000000000011,9,0,0,0,0,0,0
5,2022,9,11,6546.5,327.325,-16.5,8,0,0,0,0,0,0
6,2022,14,6,7280,364,20.17500000000001,2,0,0,1,0,1,0
7,2022,13,7,7151,357.55,13.725000000000023,3,0,0,0,1,1,0
8,2022,5,15,6046,302.3,-41.52499999999998,12,0,0,0,0,0,1
9,2022,10,10,7073,353.65,9.824999999999989,6,0,0,0,0,0,0
11,2022,5,15,6779.5,338.975,-4.849999999999966,11,0,0,0,0,0,0
12,2022,10,10,6580,329,-14.824999999999989,7,0,0,0,0,0,0
13,2022,12,8,7127.5,356.375,12.550000000000011,5,0,0,0,0,0,0
14,2022,12,8,7202,360.1,16.275000000000034,1,0,1,0,0,1,0
1,2023,10,11,7233,344.42857142857144,-6.859126984126988,7,0,0,0,0,0,0
2,2023,12,9,7526.5,358.4047619047619,7.117063492063494,2,0,0,1,0,1,0
4,2023,15,6,7771,370.04761904761904,18.759920634920604,3,0,0,0,1,1,0
5,2023,7,14,7128,339.42857142857144,-11.859126984126988,12,0,0,0,0,0,1
6,2023,12,9,7549.5,359.5,8.212301587301567,4,0,0,0,0,1,0
7,2023,10,11,6957.5,331.3095238095238,-19.978174603174637,8,0,0,0,0,0,0
8,2023,11,10,7341,349.57142857142856,-1.7162698412698774,6,0,0,0,0,0,0
9,2023,12,9,7450,354.76190476190476,3.4742063492063266,5,0,0,0,0,0,0
11,2023,8,13,6966,331.7142857142857,-19.57341269841271,11,0,0,0,0,0,0
12,2023,13,8,7914,376.85714285714283,25.5694444444444,1,1,1,0,0,1,0
13,2023,8,13,7423.5,353.5,2.2123015873015675,9,0,0,0,0,0,0
14,2023,8,13,7264.5,345.92857142857144,-5.359126984126988,10,0,0,0,0,0,0
1,2024,7,14,6643.5,316.35714285714283,-11.998015873015902,12,0,0,0,0,0,1
2,2024,10,11,6779,322.8095238095238,-5.545634920634939,7,0,0,0,0,0,0
4,2024,14,7,7077.5,337.0238095238095,8.668650793650784,2,0,0,1,0,1,0
5,2024,14,7,7055,335.95238095238096,7.5972222222222285,4,0,0,0,0,1,0
