team_home,team_away,day_of_matchup,days_left,score_diff,starts_left_home,starts_left_away,start_advantage,win_prob,win_prob_lr
Ketel Bells,Bibee-di-Bobbidi-Boo,0,14,0,11,11,0,0.470808853911418,0.49812692435459077
Ketel Bells,Bibee-di-Bobbidi-Boo,1,13,8,11,11,0,0.5254685175871189,0.5954986872550521
Ketel Bells,Bibee-di-Bobbidi-Boo,2,12,56.5,9,11,-2,0.7116713417191369,0.8004769745563776
Ketel Bells,Bibee-di-Bobbidi-Boo,3,11,118.5,7,9,-2,0.9538069494009187,0.9756442345381628
Ketel Bells,Bibee-di-Bobbidi-Boo,4,10,115.5,7,7,0,0.9844950766474156,0.9966125940830253
Ketel Bells,Bibee-di-Bobbidi-Boo,5,9,124.5,5,6,-1,0.9875180346041281,0.9885800392773544
Ketel Bells,Bibee-di-Bobbidi-Boo,6,8,81.5,5,4,1,0.9402504769939779,0.9721361835691323
Ketel Bells,Bibee-di-Bobbidi-Boo,7,7,110.5,4,4,0,0.9895076082036767,0.9956702221859859
Ketel Bells,Bibee-di-Bobbidi-Boo,8,6,110.5,4,4,0,0.9913638875768457,0.9956702221859859
Ketel Bells,Bibee-di-Bobbidi-Boo,9,5,110.5,4,4,0,0.9927755162999902,0.9956702221859859
Ketel Bells,Bibee-di-Bobbidi-Boo,10,4,110.5,4,4,0,0.9938759610936914,0.9956702221859859
Ketel Bells,Bibee-di-Bobbidi-Boo,11,3,132.5,3,4,-1,0.9961686780609691,0.9916122806857046
Ketel Bells,Bibee-di-Bobbidi-Boo,12,2,162.5,1,3,-2,0.9980131599936788,0.9951471939221641
Ketel Bells,Bibee-di-Bobbidi-Boo,13,1,131.5,1,2,-1,0.9972072069624662,0.9912819762148858
Ketel Bells,Bibee-di-Bobbidi-Boo,14,0,99.5,0,0,0,1,0.9925777612643861
All That is Wright,Book of Bob,0,14,0,11,11,0,0.5465265190735147,0.49812692435459077
All That is Wright,Book of Bob,1,13,-12,11,10,1,0.5183826479318435,0.47768570631876356
All That is Wright,Book of Bob,2,12,10.5,9,8,1,0.6687608729888379,0.6871817167050533
All That is Wright,Book of Bob,3,11,-0.5,9,6,3,0.6847483608671004,0.7131047117451699
All That is Wright,Book of Bob,4,10,-6,7,4,3,0.6947720336912465,0.6705519199363353
All That is Wright,Book of Bob,5,9,55.5,4,4,0,0.8919946298429148,0.9386313485248766
All That is Wright,Book of Bob,6,8,2,4,3,1,0.6566375554846112,0.6120487755767421
All That is Wright,Book of Bob,7,7,40,2,2,0,0.8358016238878434,0.8769317797175367
All That is Wright,Book of Bob,8,6,40,2,2,0,0.8353664622972672,0.8769317797175367
All That is Wright,Book of Bob,9,5,40,2,2,0,0.8409226165483659,0.8769317797175367
All That is Wright,Book of Bob,10,4,40,2,2,0,0.8307360397051041,0.8769317797175367
All That is Wright,Book of Bob,11,3,46,2,2,0,0.8802988871846651,0.9054555221965185
All That is Wright,Book of Bob,12,2,39,1,1,0,0.8760248780191817,0.8715138673547418
All That is Wright,Book of Bob,13,1,64.5,0,0,0,0.9858095344304775,0.959729789256944
All That is Wright,Book of Bob,14,0,117.5,0,0,0,1,0.9969295526655365
Top Gunner: Henderson,Tucker? I hardly know her,0,14,0,11,11,0,0.4317305139210161,0.49812692435459077
Top Gunner: Henderson,Tucker? I hardly know her,1,13,7,11,11,0,0.5017764782430237,0.5835745213039246
Top Gunner: Henderson,Tucker? I hardly know her,2,12,-16.5,11,9,2,0.4431300530796296,0.5200337817097934
Top Gunner: Henderson,Tucker? I hardly know her,3,11,-41,9,8,1,0.24975926500531911,0.22815464049442996
Top Gunner: Henderson,Tucker? I hardly know her,4,10,-5,7,8,-1,0.37105143643027677,0.358004479438371
Top Gunner: Henderson,Tucker? I hardly know her,5,9,-28,6,6,0,0.2607317716689763,0.19983591179641963
Top Gunner: Henderson,Tucker? I hardly know her,6,8,2,5,5,0,0.4763524541706066,0.5227509783954523
Top Gunner: Henderson,Tucker? I hardly know her,7,7,7,3,3,0,0.5337489103795594,0.5835745213039246
Top Gunner: Henderson,Tucker? I hardly know her,8,6,7,3,3,0,0.5332873320104188,0.5835745213039246
Top Gunner: Henderson,Tucker? I hardly know her,9,5,7,3,3,0,0.5332599138738221,0.5835745213039246
Top Gunner: Henderson,Tucker? I hardly know her,10,4,7,3,3,0,0.5715586637975281,0.5835745213039246
