team_home,team_away,day_of_matchup,days_left,score_diff,starts_left_home,starts_left_away,start_advantage,win_prob,win_prob_lr
Mt. Everest Taquito Farmers,Bibee-di-Bobbidi-Boo,0,7,0,8,8,0,0.48395992066017235,0.498125815376785
Mt. Everest Taquito Farmers,Bibee-di-Bobbidi-Boo,1,6,-24,8,7,1,0.37614340581575745,0.3641390700181182
Mt. Everest Taquito Farmers,Bibee-di-Bobbidi-Boo,2,5,-22,7,4,3,0.5369626367288546,0.5324055374650736
Mt. Everest Taquito Farmers,Bibee-di-Bobbidi-Boo,3,4,-34.5,6,3,3,0.44733110379902924,0.419593856321196
Mt. Everest Taquito Farmers,Bibee-di-Bobbidi-Boo,4,3,-33,6,3,3,0.4511967668825387,0.43292391791641655
Mt. Everest Taquito Farmers,Bibee-di-Bobbidi-Boo,5,2,-55,5,2,3,0.24145873725899297,0.2555167049412051
Mt. Everest Taquito Farmers,Bibee-di-Bobbidi-Boo,6,1,-40,1,1,0,0.08349930090668652,0.12169220171224487
Mt. Everest Taquito Farmers,Bibee-di-Bobbidi-Boo,7,0,-35,0,0,0,0,0.15053942709558946
The Traveling Secretaries,The Talmudic Tunnelers,0,7,0,8,8,0,0.5538074044452246,0.498125815376785
The Traveling Secretaries,The Talmudic Tunnelers,1,6,-9.5,7,7,0,0.46583231587980567,0.3834014485167649
The Traveling Secretaries,The Talmudic Tunnelers,2,5,-20.5,5,6,-1,0.32417745809504006,0.23354376458866463
The Traveling Secretaries,The Talmudic Tunnelers,3,4,-24,4,4,0,0.28673871894816655,0.2334557245244631
The Traveling Secretaries,The Talmudic Tunnelers,4,3,-4.5,3,4,-1,0.34945710366029936,0.3624785276780226
The Traveling Secretaries,The Talmudic Tunnelers,5,2,-38,2,2,0,0.1336928757263198,0.13261279552498437
The Traveling Secretaries,The Talmudic Tunnelers,6,1,-90,2,1,1,0.015313180283863496,0.041892616094039485
The Traveling Secretaries,The Talmudic Tunnelers,7,0,-91.5,1,0,1,0,0.039607861494613435
Tucker? I hardly know her,Blasphemous Hot Takes,0,7,0,8,8,0,0.46935649543808705,0.498125815376785
Tucker? I hardly know her,Blasphemous Hot Takes,1,6,16.5,6,8,-2,0.43769917290133453,0.4760035177430615
Tucker? I hardly know her,Blasphemous Hot Takes,2,5,35.5,5,7,-2,0.5810211477604804,0.6478733112053562
Tucker? I hardly know her,Blasphemous Hot Takes,3,4,50,4,6,-2,0.7008287912028545,0.759202721425649
Tucker? I hardly know her,Blasphemous Hot Takes,4,3,75.5,3,5,-2,0.8905632680934376,0.8904672594277591
Tucker? I hardly know her,Blasphemous Hot Takes,5,2,74,3,3,0,0.9624394211633092,0.9742983712605975
Tucker? I hardly know her,Blasphemous Hot Takes,6,1,44.5,1,1,0,0.9408192585138311,0.8987144630065877
Tucker? I hardly know her,Blasphemous Hot Takes,7,0,10.5,0,0,0,1,0.6246581068886479
Book of Bob,The Novaks,0,7,0,8,8,0,0.4648472155881186,0.498125815376785
Book of Bob,The Novaks,1,6,10,7,7,0,0.551798953324832,0.618869968803115
Book of Bob,The Novaks,2,5,16.5,7,6,1,0.6404597290690749,0.7351825278679572
Book of Bob,The Novaks,3,4,13.5,7,5,2,0.7033779820825022,0.7686937853819934
Book of Bob,The Novaks,4,3,-26.5,6,3,3,0.49806120777682417,0.49156977656264855
Book of Bob,The Novaks,5,2,-39,5,2,3,0.3752833514479076,0.38037212146683297
Book of Bob,The Novaks,6,1,-2,2,1,1,0.6181087735011837,0.5744485627471051
Book of Bob,The Novaks,7,0,41.5,0,0,0,1,0.884458552600042
Ketel Bells,The West Bank Occupiers,0,7,0,8,8,0,0.4519247537912671,0.498125815376785
Ketel Bells,The West Bank Occupiers,1,6,-2.5,8,8,0,0.43731608202924466,0.46740638270329077
Ketel Bells,The West Bank Occupiers,2,5,-18,8,7,1,0.3871505020717143,0.4198013537423605
Ketel Bells,The West Bank Occupiers,3,4,-39,7,7,0,0.22224306448245665,0.12705227652910445
Ketel Bells,The West Bank Occupiers,4,3,-17.5,4,5,-1,0.267674652260186,0.25512774547756556
Ketel Bells,The West Bank Occupiers,5,2,18,1,5,-4,0.4028769064445323,0.5184198858832447
Ketel Bells,The West Bank Occupiers,6,1,-32,1,1,0,0.10562402262549764,0.17041328069612052
Ketel Bells,The West Bank Occupiers,7,0,-28,0,0,0,0,0.20007902021914228
All That is Wright,Top Gunner: Henderson,0,7,0,8,8,0,0.7138627911926824,0.498125815376785
All That is Wright,Top Gunner: Henderson,1,6,23.5,7,8,-1,0.7515325217952418,0.6287835386942264
All That is Wright,Top Gunner: Henderson,2,5,53,5,8,-3,0.8186444330109939,0.7264333009192269
All That is Wright,Top Gunner: Henderson,3,4,9.5,4,6,-2,0.39283096012810237,0.4119093029369595
All That is Wright,Top Gunner: Henderson,4,3,63,2,5,-3,0.7574221255721717,0.7923417699049257
All That is Wright,Top Gunner: Henderson,5,2,48,2,2,0,0.9184028200909925,0.9133553475560477
All That is Wright,Top Gunner: Henderson,6,1,62.5,2,0,2,0.9839502767534186,0.9539213958625513
All That is Wright,Top Gunner: Henderson,7,0,56.5,0,0,0,1,0.9412392566101891
