team_id,ip,earned_runs,n,start_type,team
4,3.0,6+,3,Bad Start,All That is Wright
4,3.1,3,1,Bad Start,All That is Wright
4,3.2,2,1,Bad Start,All That is Wright
4,3.2,6+,1,Bad Start,All That is Wright
4,4.0,1,1,Bad Start,All That is Wright
4,4.0,4,1,Bad Start,All That is Wright
4,4.0,5,1,Bad Start,All That is Wright
4,4.1,1,1,Bad Start,All That is Wright
4,4.1,2,1,Bad Start,All That is Wright
4,4.1,6+,3,Bad Start,All That is Wright
4,4.2,0,1,Bad Start,All That is Wright
4,4.2,1,1,Bad Start,All That is Wright
4,4.2,5,4,Bad Start,All That is Wright
4,5.0,0,7,QS Potential,All That is Wright
4,5.0,1,4,QS Potential,All That is Wright
4,5.0,2,7,QS Potential,All That is Wright
4,5.0,3,4,QS Potential,All That is Wright
4,5.0,4,6,Bad Start,All That is Wright
4,5.0,5,2,Bad Start,All That is Wright
4,5.0,6+,1,Bad Start,All That is Wright
4,5.1,0,1,QS Potential,All That is Wright
4,5.1,1,1,QS Potential,All That is Wright
4,5.1,3,1,QS Potential,All That is Wright
4,5.1,4,4,Bad Start,All That is Wright
4,5.1,5,1,Bad Start,All That is Wright
4,5.2,0,1,Blue Balls,All That is Wright
4,5.2,1,2,Blue Balls,All That is Wright
4,5.2,2,2,Blue Balls,All That is Wright
4,5.2,3,3,Blue Balls,All That is Wright
4,5.2,4,3,Bad Start,All That is Wright
4,5.2,6+,1,Bad Start,All That is Wright
4,6.0,0,11,QS,All That is Wright
4,6.0,1,13,QS,All That is Wright
4,6.0,2,16,QS,All That is Wright
4,6.0,3,9,QS,All That is Wright
4,6.0,4,2,QS Potential,All That is Wright
4,6.0,5,3,Bad Start,All That is Wright
4,6.1,0,1,QS,All That is Wright
4,6.1,1,2,QS,All That is Wright
4,6.1,2,1,QS,All That is Wright
4,6.1,3,2,QS,All That is Wright
4,6.1,6+,1,Bad Start,All That is Wright
4,6.2,1,2,QS,All That is Wright
4,6.2,2,2,QS,All That is Wright
4,6.2,4,1,QS Potential,All That is Wright
4,7.0,0,13,QS,All That is Wright
4,7.0,1,6,QS,All That is Wright
4,7.0,2,6,QS,All That is Wright
4,7.0,3,3,QS,All That is Wright
4,< 3,0,1,Bad Start,All That is Wright
4,< 3,1,1,Bad Start,All That is Wright
4,< 3,6+,1,Bad Start,All That is Wright
4,CG,1,1,CG,All That is Wright
5,3.0,3,1,Bad Start,The Traveling Secretaries
5,3.1,6+,1,Bad Start,The Traveling Secretaries
5,3.2,2,1,Bad Start,The Traveling Secretaries
5,3.2,4,1,Bad Start,The Traveling Secretaries
5,3.2,5,1,Bad Start,The Traveling Secretaries
5,3.2,6+,1,Bad Start,The Traveling Secretaries
5,4.0,3,1,Bad Start,The Traveling Secretaries
5,4.0,4,4,Bad Start,The Traveling Secretaries
5,4.0,5,2,Bad Start,The Traveling Secretaries
5,4.0,6+,4,Bad Start,The Traveling Secretaries
5,4.1,3,2,Bad Start,The Traveling Secretaries
5,4.1,4,1,Bad Start,The Traveling Secretaries
5,4.1,5,1,Bad Start,The Traveling Secretaries
5,4.1,6+,1,Bad Start,The Traveling Secretaries
5,4.2,1,1,Bad Start,The Traveling Secretaries
5,4.2,2,1,Bad Start,The Traveling Secretaries
5,4.2,4,1,Bad Start,The Traveling Secretaries
5,5.0,0,9,QS Potential,The Traveling Secretaries
5,5.0,1,4,QS Potential,The Traveling Secretaries
5,5.0,2,6,QS Potential,The Traveling Secretaries
5,5.0,3,5,QS Potential,The Traveling Secretaries
5,5.0,4,6,Bad Start,The Traveling Secretaries
5,5.0,6+,2,Bad Start,The Traveling Secretaries
5,5.1,2,2,QS Potential,The Traveling Secretaries
5,5.1,3,1,QS Potential,The Traveling Secretaries
5,5.2,1,1,Blue Balls,The Traveling Secretaries
5,5.2,2,2,Blue Balls,The Traveling Secretaries
5,5.2,3,4,Blue Balls,The Traveling Secretaries
5,5.2,5,2,Bad Start,The Traveling Secretaries
5,6.0,0,5,QS,The Traveling Secretaries
5,6.0,1,12,QS,The Traveling Secretaries
5,6.0,2,9,QS,The Traveling Secretaries
5,6.0,3,8,QS,The Traveling Secretaries
5,6.0,4,6,QS Potential,The Traveling Secretaries
5,6.0,6+,3,Bad Start,The Traveling Secretaries
5,6.1,0,2,QS,The Traveling Secretaries
5,6.1,1,2,QS,The Traveling Secretaries
5,6.1,2,1,QS,The Traveling Secretaries
5,6.1,3,1,QS,The Traveling Secretaries
5,6.2,1,3,QS,The Traveling Secretaries
5,6.2,2,1,QS,The Traveling Secretaries
5,6.2,4,1,QS Potential,The Traveling Secretaries
5,6.2,5,3,Bad Start,The Traveling Secretaries
5,7.0,0,8,QS,The Traveling Secretaries
5,7.0,1,8,QS,The Traveling Secretaries
5,7.0,2,10,QS,The Traveling Secretaries
5,7.0,4,1,QS Potential,The Traveling Secretaries
5,< 3,6+,4,Bad Start,The Traveling Secretaries
5,> 7,0,3,QS,The Traveling Secretaries
5,> 7,1,4,QS,The Traveling Secretaries
5,> 7,2,3,QS,The Traveling Secretaries
5,> 7,3,1,QS,The Traveling Secretaries
5,CG,0,1,CG,The Traveling Secretaries
5,CG,2,1,CG,The Traveling Secretaries
6,3.0,1,2,Bad Start,The Novaks
6,3.0,5,1,Bad Start,The Novaks
6,3.1,3,1,Bad Start,The Novaks
6,3.2,1,1,Bad Start,The Novaks
6,3.2,2,1,Bad Start,The Novaks
6,3.2,4,1,Bad Start,The Novaks
6,3.2,5,1,Bad Start,The Novaks
6,3.2,6+,2,Bad Start,The Novaks
6,4.0,2,1,Bad Start,The Novaks
6,4.0,3,2,Bad Start,The Novaks
6,4.0,4,1,Bad Start,The Novaks
6,4.0,5,4,Bad Start,The Novaks
6,4.0,6+,3,Bad Start,The Novaks
6,4.1,4,2,Bad Start,The Novaks
6,4.2,1,1,Bad Start,The Novaks
6,4.2,2,2,Bad Start,The Novaks
6,4.2,3,2,Bad Start,The Novaks
6,4.2,5,3,Bad Start,The Novaks
6,4.2,6+,1,Bad Start,The Novaks
6,5.0,0,3,QS Potential,The Novaks
6,5.0,1,7,QS Potential,The Novaks
6,5.0,2,7,QS Potential,The Novaks
6,5.0,3,5,QS Potential,The Novaks
6,5.0,4,6,Bad Start,The Novaks
6,5.0,5,5,Bad Start,The Novaks
6,5.0,6+,1,Bad Start,The Novaks
6,5.1,1,2,QS Potential,The Novaks
6,5.1,2,3,QS Potential,The Novaks
6,5.1,3,3,QS Potential,The Novaks
6,5.1,6+,1,Bad Start,The Novaks
6,5.2,1,2,Blue Balls,The Novaks
6,5.2,2,1,Blue Balls,The Novaks
6,5.2,3,1,Blue Balls,The Novaks
6,5.2,4,1,Bad Start,The Novaks
6,5.2,6+,3,Bad Start,The Novaks
6,6.0,0,10,QS,The Novaks
6,6.0,1,14,QS,The Novaks
6,6.0,2,10,QS,The Novaks
6,6.0,3,6,QS,The Novaks
6,6.0,4,1,QS Potential,The Novaks
6,6.0,5,4,Bad Start,The Novaks
6,6.1,0,2,QS,The Novaks
6,6.1,1,1,QS,The Novaks
6,6.1,2,1,QS,The Novaks
6,6.1,4,1,QS Potential,The Novaks
6,6.1,5,2,Bad Start,The Novaks
6,6.2,0,2,QS,The Novaks
6,6.2,1,1,QS,The Novaks
6,6.2,2,3,QS,The Novaks
6,7.0,0,8,QS,The Novaks
6,7.0,1,8,QS,The Novaks
6,7.0,2,2,QS,The Novaks
6,7.0,4,1,QS Potential,The Novaks
6,< 3,0,1,Bad Start,The Novaks
6,< 3,3,1,Bad Start,The Novaks
6,< 3,5,2,Bad Start,The Novaks
6,< 3,6+,1,Bad Start,The Novaks
6,> 7,1,1,QS,The Novaks
6,> 7,2,1,QS,The Novaks
6,CG,0,2,CG,The Novaks
6,CG,1,2,CG,The Novaks
7,3.0,0,1,Bad Start,FVOS Re-imagined
7,3.2,6+,1,Bad Start,FVOS Re-imagined
7,4.0,3,2,Bad Start,FVOS Re-imagined
7,4.0,4,1,Bad Start,FVOS Re-imagined
7,4.0,5,4,Bad Start,FVOS Re-imagined
7,4.0,6+,3,Bad Start,FVOS Re-imagined
7,4.1,1,1,Bad Start,FVOS Re-imagined
7,4.1,2,2,Bad Start,FVOS Re-imagined
7,4.1,3,3,Bad Start,FVOS Re-imagined
7,4.1,5,1,Bad Start,FVOS Re-imagined
7,4.1,6+,1,Bad Start,FVOS Re-imagined
7,4.2,3,4,Bad Start,FVOS Re-imagined
7,4.2,6+,1,Bad Start,FVOS Re-imagined
7,5.0,0,2,QS Potential,FVOS Re-imagined
7,5.0,1,2,QS Potential,FVOS Re-imagined
7,5.0,2,4,QS Potential,FVOS Re-imagined
7,5.0,3,3,QS Potential,FVOS Re-imagined
7,5.0,4,5,Bad Start,FVOS Re-imagined
7,5.0,5,4,Bad Start,FVOS Re-imagined
7,5.0,6+,3,Bad Start,FVOS Re-imagined
7,5.1,0,1,QS Potential,FVOS Re-imagined
7,5.1,1,2,QS Potential,FVOS Re-imagined
7,5.1,2,3,QS Potential,FVOS Re-imagined
7,5.1,3,3,QS Potential,FVOS Re-imagined
7,5.1,5,2,Bad Start,FVOS Re-imagined
7,5.2,1,4,Blue Balls,FVOS Re-imagined
7,5.2,2,3,Blue Balls,FVOS Re-imagined
7,5.2,3,3,Blue Balls,FVOS Re-imagined
7,6.0,0,8,QS,FVOS Re-imagined
7,6.0,1,15,QS,FVOS Re-imagined
7,6.0,2,12,QS,FVOS Re-imagined
7,6.0,3,5,QS,FVOS Re-imagined
7,6.0,4,6,QS Potential,FVOS Re-imagined
7,6.0,5,3,Bad Start,FVOS Re-imagined
7,6.1,0,2,QS,FVOS Re-imagined
7,6.1,1,1,QS,FVOS Re-imagined
7,6.1,2,2,QS,FVOS Re-imagined
7,6.2,0,1,QS,FVOS Re-imagined
7,7.0,0,7,QS,FVOS Re-imagined
7,7.0,1,11,QS,FVOS Re-imagined
7,7.0,2,11,QS,FVOS Re-imagined
7,7.0,3,1,QS,FVOS Re-imagined
7,7.0,4,1,QS Potential,FVOS Re-imagined
7,7.0,5,1,Bad Start,FVOS Re-imagined
7,< 3,3,1,Bad Start,FVOS Re-imagined
7,> 7,0,2,QS,FVOS Re-imagined
7,> 7,2,6,QS,FVOS Re-imagined
7,CG,0,1,CG,FVOS Re-imagined
7,CG,1,2,CG,FVOS Re-imagined
7,CG,2,1,CG,FVOS Re-imagined
8,3.0,0,1,Bad Start,Mt. Everest Taquito Farmers
8,3.1,2,1,Bad Start,Mt. Everest Taquito Farmers
8,3.1,5,1,Bad Start,Mt. Everest Taquito Farmers
8,3.2,5,1,Bad Start,Mt. Everest Taquito Farmers
8,3.2,6+,2,Bad Start,Mt. Everest Taquito Farmers
8,4.0,2,1,Bad Start,Mt. Everest Taquito Farmers
8,4.0,3,2,Bad Start,Mt. Everest Taquito Farmers
8,4.0,4,2,Bad Start,Mt. Everest Taquito Farmers
8,4.0,5,2,Bad Start,Mt. Everest Taquito Farmers
8,4.1,1,3,Bad Start,Mt. Everest Taquito Farmers
8,4.1,2,1,Bad Start,Mt. Everest Taquito Farmers
8,4.1,3,1,Bad Start,Mt. Everest Taquito Farmers
8,4.1,4,1,Bad Start,Mt. Everest Taquito Farmers
8,4.1,5,3,Bad Start,Mt. Everest Taquito Farmers
8,4.1,6+,3,Bad Start,Mt. Everest Taquito Farmers
8,4.2,2,1,Bad Start,Mt. Everest Taquito Farmers
8,4.2,3,2,Bad Start,Mt. Everest Taquito Farmers
8,4.2,4,2,Bad Start,Mt. Everest Taquito Farmers
8,5.0,0,3,QS Potential,Mt. Everest Taquito Farmers
8,5.0,1,6,QS Potential,Mt. Everest Taquito Farmers
8,5.0,2,5,QS Potential,Mt. Everest Taquito Farmers
8,5.0,3,3,QS Potential,Mt. Everest Taquito Farmers
8,5.0,4,4,Bad Start,Mt. Everest Taquito Farmers
8,5.0,5,4,Bad Start,Mt. Everest Taquito Farmers
8,5.0,6+,2,Bad Start,Mt. Everest Taquito Farmers
8,5.1,0,1,QS Potential,Mt. Everest Taquito Farmers
8,5.1,1,2,QS Potential,Mt. Everest Taquito Farmers
8,5.1,2,2,QS Potential,Mt. Everest Taquito Farmers
8,5.1,3,1,QS Potential,Mt. Everest Taquito Farmers
8,5.1,4,3,Bad Start,Mt. Everest Taquito Farmers
8,5.1,5,1,Bad Start,Mt. Everest Taquito Farmers
8,5.2,0,1,Blue Balls,Mt. Everest Taquito Farmers
8,5.2,2,6,Blue Balls,Mt. Everest Taquito Farmers
8,5.2,3,3,Blue Balls,Mt. Everest Taquito Farmers
8,5.2,4,4,Bad Start,Mt. Everest Taquito Farmers
8,5.2,6+,1,Bad Start,Mt. Everest Taquito Farmers
8,6.0,0,12,QS,Mt. Everest Taquito Farmers
8,6.0,1,15,QS,Mt. Everest Taquito Farmers
8,6.0,2,10,QS,Mt. Everest Taquito Farmers
8,6.0,3,8,QS,Mt. Everest Taquito Farmers
8,6.0,4,3,QS Potential,Mt. Everest Taquito Farmers
8,6.0,5,1,Bad Start,Mt. Everest Taquito Farmers
8,6.0,6+,1,Bad Start,Mt. Everest Taquito Farmers
8,6.1,1,1,QS,Mt. Everest Taquito Farmers
8,6.1,2,2,QS,Mt. Everest Taquito Farmers
8,6.2,3,2,QS,Mt. Everest Taquito Farmers
8,6.2,4,1,QS Potential,Mt. Everest Taquito Farmers
8,7.0,0,7,QS,Mt. Everest Taquito Farmers
8,7.0,1,5,QS,Mt. Everest Taquito Farmers
8,7.0,2,4,QS,Mt. Everest Taquito Farmers
8,7.0,3,2,QS,Mt. Everest Taquito Farmers
8,7.0,4,1,QS Potential,Mt. Everest Taquito Farmers
8,7.0,5,1,Bad Start,Mt. Everest Taquito Farmers
8,< 3,0,2,Bad Start,Mt. Everest Taquito Farmers
8,< 3,1,1,Bad Start,Mt. Everest Taquito Farmers
8,< 3,5,2,Bad Start,Mt. Everest Taquito Farmers
8,< 3,6+,2,Bad Start,Mt. Everest Taquito Farmers
8,> 7,2,2,QS,Mt. Everest Taquito Farmers
8,CG,0,1,CG,Mt. Everest Taquito Farmers
9,3.0,0,1,Bad Start,Shrimp Fried Bryce
9,3.0,3,1,Bad Start,Shrimp Fried Bryce
9,3.0,5,1,Bad Start,Shrimp Fried Bryce
9,3.2,3,1,Bad Start,Shrimp Fried Bryce
9,4.0,3,3,Bad Start,Shrimp Fried Bryce
9,4.0,5,1,Bad Start,Shrimp Fried Bryce
9,4.0,6+,2,Bad Start,Shrimp Fried Bryce
9,4.1,1,1,Bad Start,Shrimp Fried Bryce
9,4.1,2,2,Bad Start,Shrimp Fried Bryce
9,4.1,3,1,Bad Start,Shrimp Fried Bryce
9,4.1,5,2,Bad Start,Shrimp Fried Bryce
9,4.1,6+,3,Bad Start,Shrimp Fried Bryce
9,4.2,0,1,Bad Start,Shrimp Fried Bryce
9,4.2,6+,3,Bad Start,Shrimp Fried Bryce
9,5.0,0,3,QS Potential,Shrimp Fried Bryce
9,5.0,1,6,QS Potential,Shrimp Fried Bryce
9,5.0,2,4,QS Potential,Shrimp Fried Bryce
9,5.0,3,6,QS Potential,Shrimp Fried Bryce
9,5.0,4,4,Bad Start,Shrimp Fried Bryce
9,5.0,5,3,Bad Start,Shrimp Fried Bryce
9,5.0,6+,1,Bad Start,Shrimp Fried Bryce
9,5.1,1,1,QS Potential,Shrimp Fried Bryce
9,5.1,2,2,QS Potential,Shrimp Fried Bryce
9,5.1,3,3,QS Potential,Shrimp Fried Bryce
9,5.1,4,1,Bad Start,Shrimp Fried Bryce
9,5.1,5,2,Bad Start,Shrimp Fried Bryce
9,5.2,1,2,Blue Balls,Shrimp Fried Bryce
9,5.2,2,6,Blue Balls,Shrimp Fried Bryce
9,5.2,3,1,Blue Balls,Shrimp Fried Bryce
9,5.2,4,2,Bad Start,Shrimp Fried Bryce
9,5.2,5,1,Bad Start,Shrimp Fried Bryce
9,5.2,6+,1,Bad Start,Shrimp Fried Bryce
9,6.0,0,12,QS,Shrimp Fried Bryce
9,6.0,1,9,QS,Shrimp Fried Bryce
9,6.0,2,12,QS,Shrimp Fried Bryce
9,6.0,3,7,QS,Shrimp Fried Bryce
9,6.0,4,5,QS Potential,Shrimp Fried Bryce
9,6.0,5,1,Bad Start,Shrimp Fried Bryce
9,6.0,6+,2,Bad Start,Shrimp Fried Bryce
9,6.1,0,1,QS,Shrimp Fried Bryce
9,6.1,1,1,QS,Shrimp Fried Bryce
9,6.1,2,2,QS,Shrimp Fried Bryce
9,6.1,3,3,QS,Shrimp Fried Bryce
9,6.1,4,1,QS Potential,Shrimp Fried Bryce
9,6.2,0,2,QS,Shrimp Fried Bryce
9,6.2,1,2,QS,Shrimp Fried Bryce
9,6.2,2,1,QS,Shrimp Fried Bryce
9,6.2,3,1,QS,Shrimp Fried Bryce
9,7.0,0,9,QS,Shrimp Fried Bryce
9,7.0,1,8,QS,Shrimp Fried Bryce
9,7.0,2,3,QS,Shrimp Fried Bryce
9,7.0,3,3,QS,Shrimp Fried Bryce
9,7.0,4,3,QS Potential,Shrimp Fried Bryce
9,< 3,0,2,Bad Start,Shrimp Fried Bryce
9,< 3,4,1,Bad Start,Shrimp Fried Bryce
9,< 3,5,2,Bad Start,Shrimp Fried Bryce
9,< 3,6+,1,Bad Start,Shrimp Fried Bryce
9,> 7,0,4,QS,Shrimp Fried Bryce
9,> 7,1,2,QS,Shrimp Fried Bryce
9,> 7,2,1,QS,Shrimp Fried Bryce
11,3.0,3,1,Bad Start,The West Bank Occupiers
11,3.1,4,1,Bad Start,The West Bank Occupiers
11,3.1,5,1,Bad Start,The West Bank Occupiers
11,4.0,0,1,Bad Start,The West Bank Occupiers
11,4.0,1,1,Bad Start,The West Bank Occupiers
11,4.0,2,2,Bad Start,The West Bank Occupiers
11,4.0,4,2,Bad Start,The West Bank Occupiers
11,4.0,5,2,Bad Start,The West Bank Occupiers
11,4.1,0,1,Bad Start,The West Bank Occupiers
11,4.1,2,1,Bad Start,The West Bank Occupiers
11,4.1,3,2,Bad Start,The West Bank Occupiers
11,4.1,4,2,Bad Start,The West Bank Occupiers
11,4.1,6+,1,Bad Start,The West Bank Occupiers
11,4.2,1,2,Bad Start,The West Bank Occupiers
11,4.2,2,2,Bad Start,The West Bank Occupiers
11,4.2,3,2,Bad Start,The West Bank Occupiers
11,4.2,4,2,Bad Start,The West Bank Occupiers
11,4.2,5,2,Bad Start,The West Bank Occupiers
11,4.2,6+,1,Bad Start,The West Bank Occupiers
11,5.0,0,5,QS Potential,The West Bank Occupiers
11,5.0,1,12,QS Potential,The West Bank Occupiers
11,5.0,2,7,QS Potential,The West Bank Occupiers
11,5.0,3,7,QS Potential,The West Bank Occupiers
11,5.0,4,8,Bad Start,The West Bank Occupiers
11,5.0,5,2,Bad Start,The West Bank Occupiers
11,5.0,6+,1,Bad Start,The West Bank Occupiers
11,5.1,1,2,QS Potential,The West Bank Occupiers
11,5.1,2,4,QS Potential,The West Bank Occupiers
11,5.1,3,2,QS Potential,The West Bank Occupiers
11,5.1,4,1,Bad Start,The West Bank Occupiers
11,5.1,5,1,Bad Start,The West Bank Occupiers
11,5.2,0,3,Blue Balls,The West Bank Occupiers
11,5.2,1,1,Blue Balls,The West Bank Occupiers
11,5.2,2,4,Blue Balls,The West Bank Occupiers
11,5.2,4,2,Bad Start,The West Bank Occupiers
11,5.2,5,1,Bad Start,The West Bank Occupiers
11,5.2,6+,3,Bad Start,The West Bank Occupiers
11,6.0,0,8,QS,The West Bank Occupiers
11,6.0,1,3,QS,The West Bank Occupiers
11,6.0,2,7,QS,The West Bank Occupiers
11,6.0,3,2,QS,The West Bank Occupiers
11,6.0,4,4,QS Potential,The West Bank Occupiers
11,6.0,5,1,Bad Start,The West Bank Occupiers
11,6.0,6+,1,Bad Start,The West Bank Occupiers
11,6.1,0,2,QS,The West Bank Occupiers
11,6.1,1,1,QS,The West Bank Occupiers
11,6.1,4,2,QS Potential,The West Bank Occupiers
11,6.2,0,1,QS,The West Bank Occupiers
11,6.2,1,4,QS,The West Bank Occupiers
11,6.2,3,2,QS,The West Bank Occupiers
11,7.0,0,8,QS,The West Bank Occupiers
11,7.0,1,7,QS,The West Bank Occupiers
11,7.0,2,2,QS,The West Bank Occupiers
11,7.0,3,3,QS,The West Bank Occupiers
11,< 3,4,1,Bad Start,The West Bank Occupiers
11,< 3,5,3,Bad Start,The West Bank Occupiers
11,< 3,6+,2,Bad Start,The West Bank Occupiers
11,> 7,0,3,QS,The West Bank Occupiers
11,> 7,1,3,QS,The West Bank Occupiers
11,> 7,2,1,QS,The West Bank Occupiers
12,3.0,2,1,Bad Start,Blasphemous Hot Takes
12,3.0,3,1,Bad Start,Blasphemous Hot Takes
12,3.0,4,1,Bad Start,Blasphemous Hot Takes
12,3.1,1,1,Bad Start,Blasphemous Hot Takes
12,3.2,6+,1,Bad Start,Blasphemous Hot Takes
12,4.0,1,1,Bad Start,Blasphemous Hot Takes
12,4.0,2,1,Bad Start,Blasphemous Hot Takes
12,4.0,6+,3,Bad Start,Blasphemous Hot Takes
12,4.1,6+,2,Bad Start,Blasphemous Hot Takes
12,4.2,2,1,Bad Start,Blasphemous Hot Takes
12,4.2,6+,1,Bad Start,Blasphemous Hot Takes
12,5.0,1,3,QS Potential,Blasphemous Hot Takes
12,5.0,2,1,QS Potential,Blasphemous Hot Takes
12,5.0,3,3,QS Potential,Blasphemous Hot Takes
