team_id,ip,earned_runs,n,start_type,team
1,3.0,2,1,Bad Start,The Talmudic Tunnelers
1,3.0,3,2,Bad Start,The Talmudic Tunnelers
1,3.1,4,2,Bad Start,The Talmudic Tunnelers
1,3.1,6+,1,Bad Start,The Talmudic Tunnelers
1,3.2,2,1,Bad Start,The Talmudic Tunnelers
1,3.2,6+,1,Bad Start,The Talmudic Tunnelers
1,4.0,0,1,Bad Start,The Talmudic Tunnelers
1,4.0,1,4,Bad Start,The Talmudic Tunnelers
1,4.0,2,4,Bad Start,The Talmudic Tunnelers
1,4.0,3,3,Bad Start,The Talmudic Tunnelers
1,4.0,4,2,Bad Start,The Talmudic Tunnelers
1,4.0,5,1,Bad Start,The Talmudic Tunnelers
1,4.0,6+,3,Bad Start,The Talmudic Tunnelers
1,4.1,0,1,Bad Start,The Talmudic Tunnelers
1,4.1,1,1,Bad Start,The Talmudic Tunnelers
1,4.1,6+,2,Bad Start,The Talmudic Tunnelers
1,4.2,2,1,Bad Start,The Talmudic Tunnelers
1,4.2,3,2,Bad Start,The Talmudic Tunnelers
1,4.2,4,1,Bad Start,The Talmudic Tunnelers
1,4.2,5,1,Bad Start,The Talmudic Tunnelers
1,4.2,6+,1,Bad Start,The Talmudic Tunnelers
1,5.0,0,8,QS Potential,The Talmudic Tunnelers
1,5.0,1,3,QS Potential,The Talmudic Tunnelers
1,5.0,2,7,QS Potential,The Talmudic Tunnelers
1,5.0,3,3,QS Potential,The Talmudic Tunnelers
1,5.0,4,3,Bad Start,The Talmudic Tunnelers
1,5.0,5,3,Bad Start,The Talmudic Tunnelers
1,5.0,6+,3,Bad Start,The Talmudic Tunnelers
1,5.1,1,1,QS Potential,The Talmudic Tunnelers
1,5.1,2,3,QS Potential,The Talmudic Tunnelers
1,5.1,3,3,QS Potential,The Talmudic Tunnelers
1,5.1,4,2,Bad Start,The Talmudic Tunnelers
1,5.1,5,1,Bad Start,The Talmudic Tunnelers
1,5.1,6+,1,Bad Start,The Talmudic Tunnelers
1,5.2,0,2,Blue Balls,The Talmudic Tunnelers
1,5.2,1,1,Blue Balls,The Talmudic Tunnelers
1,5.2,2,1,Blue Balls,The Talmudic Tunnelers
1,5.2,3,3,Blue Balls,The Talmudic Tunnelers
1,6.0,0,13,QS,The Talmudic Tunnelers
1,6.0,1,11,QS,The Talmudic Tunnelers
1,6.0,2,12,QS,The Talmudic Tunnelers
1,6.0,3,5,QS,The Talmudic Tunnelers
1,6.0,4,2,QS Potential,The Talmudic Tunnelers
1,6.0,5,1,Bad Start,The Talmudic Tunnelers
1,6.1,0,2,QS,The Talmudic Tunnelers
1,6.1,1,2,QS,The Talmudic Tunnelers
1,6.1,2,2,QS,The Talmudic Tunnelers
1,6.1,3,1,QS,The Talmudic Tunnelers
1,6.1,6+,1,Bad Start,The Talmudic Tunnelers
1,6.2,2,2,QS,The Talmudic Tunnelers
1,6.2,3,2,QS,The Talmudic Tunnelers
1,7.0,0,4,QS,The Talmudic Tunnelers
1,7.0,1,7,QS,The Talmudic Tunnelers
1,7.0,2,5,QS,The Talmudic Tunnelers
1,7.0,4,1,QS Potential,The Talmudic Tunnelers
1,7.0,5,1,Bad Start,The Talmudic Tunnelers
1,< 3,0,2,Bad Start,The Talmudic Tunnelers
1,< 3,4,1,Bad Start,The Talmudic Tunnelers
1,< 3,5,1,Bad Start,The Talmudic Tunnelers
1,< 3,6+,3,Bad Start,The Talmudic Tunnelers
1,> 7,1,3,QS,The Talmudic Tunnelers
1,> 7,2,1,QS,The Talmudic Tunnelers
1,CG,0,1,CG,The Talmudic Tunnelers
1,CG,1,1,CG,The Talmudic Tunnelers
2,3.0,1,2,Bad Start,Skubal Divers
2,3.0,3,1,Bad Start,Skubal Divers
2,3.0,5,1,Bad Start,Skubal Divers
2,3.1,2,1,Bad Start,Skubal Divers
2,3.1,4,1,Bad Start,Skubal Divers
2,3.1,5,1,Bad Start,Skubal Divers
2,3.2,4,1,Bad Start,Skubal Divers
2,3.2,6+,2,Bad Start,Skubal Divers
2,4.0,0,1,Bad Start,Skubal Divers
2,4.0,2,1,Bad Start,Skubal Divers
2,4.0,3,4,Bad Start,Skubal Divers
2,4.0,4,4,Bad Start,Skubal Divers
2,4.0,6+,1,Bad Start,Skubal Divers
2,4.1,0,1,Bad Start,Skubal Divers
2,4.1,3,1,Bad Start,Skubal Divers
2,4.1,5,2,Bad Start,Skubal Divers
2,4.1,6+,1,Bad Start,Skubal Divers
2,4.2,1,1,Bad Start,Skubal Divers
2,4.2,4,1,Bad Start,Skubal Divers
2,4.2,5,1,Bad Start,Skubal Divers
2,5.0,0,3,QS Potential,Skubal Divers
2,5.0,1,5,QS Potential,Skubal Divers
2,5.0,2,7,QS Potential,Skubal Divers
2,5.0,3,5,QS Potential,Skubal Divers
2,5.0,4,5,Bad Start,Skubal Divers
2,5.0,5,2,Bad Start,Skubal Divers
2,5.0,6+,2,Bad Start,Skubal Divers
2,5.1,0,1,QS Potential,Skubal Divers
2,5.1,1,3,QS Potential,Skubal Divers
2,5.1,2,2,QS Potential,Skubal Divers
2,5.1,6+,1,Bad Start,Skubal Divers
2,5.2,1,2,Blue Balls,Skubal Divers
2,5.2,2,2,Blue Balls,Skubal Divers
2,5.2,3,1,Blue Balls,Skubal Divers
2,5.2,4,3,Bad Start,Skubal Divers
2,5.2,6+,1,Bad Start,Skubal Divers
2,6.0,0,12,QS,Skubal Divers
2,6.0,1,13,QS,Skubal Divers
2,6.0,2,6,QS,Skubal Divers
2,6.0,3,12,QS,Skubal Divers
2,6.0,4,2,QS Potential,Skubal Divers
2,6.0,5,4,Bad Start,Skubal Divers
2,6.0,6+,1,Bad Start,Skubal Divers
2,6.1,2,7,QS,Skubal Divers
2,6.1,4,2,QS Potential,Skubal Divers
2,6.1,5,1,Bad Start,Skubal Divers
2,6.2,1,2,QS,Skubal Divers
2,6.2,3,2,QS,Skubal Divers
2,7.0,0,10,QS,Skubal Divers
2,7.0,1,8,QS,Skubal Divers
2,7.0,2,6,QS,Skubal Divers
2,7.0,3,1,QS,Skubal Divers
2,7.0,4,1,QS Potential,Skubal Divers
2,< 3,3,2,Bad Start,Skubal Divers
2,< 3,5,1,Bad Start,Skubal Divers
2,> 7,0,2,QS,Skubal Divers
2,> 7,1,1,QS,Skubal Divers
4,3.0,2,1,Bad Start,All That is Wright
4,3.0,4,1,Bad Start,All That is Wright
