team_id,h_1b,h_2b,h_3b,h_hr,h_bb,h_ubb,h_ab,h_pa,h_k,h_runs,h_rbi,h_sf,h_hbp,avg,obp,slg,ops,k_rate,bb_rate,babip,woba
1,1196,331,33,273,647,619,7236,8038,1654,1029,1020,62,83,0.2533167495854063,0.31214600377595975,0.42136539524599226,0.733511399021952,0.20577258024384176,0.08049265986563822,0.2904487060137777,0.324225375
2,1187,347,29,252,675,650,7029,7842,1626,970,894,45,80,0.25821596244131456,0.3213317847464189,0.4233888177550149,0.7447206025014338,0.20734506503442998,0.08607498087222647,0.3008083140877598,0.33013147104049206
4,1140,362,34,271,723,695,7364,8213,1718,982,961,47,73,0.24538294405214559,0.3110400786820752,0.41417707767517653,0.7252171563572518,0.20918056739315719,0.08803117009618897,0.283290298782737,0.32113571341239755
5,1109,324,32,263,657,617,7049,7867,1656,994,963,63,89,0.24514115477372678,0.3069893165143519,0.41211519364448856,0.7191045101588405,0.2104995551035973,0.0835134104487098,0.2821105334103601,0.3182623433103095
6,1081,350,28,297,717,681,7079,7939,1858,1015,932,49,73,0.2480576352592174,0.31523263224984066,0.4312756038988558,0.7465082361486964,0.23403451316286686,0.0903136415165638,0.2933842750854615,0.3288894950520173
7,1062,338,21,258,697,681,6745,7607,1597,948,881,47,102,0.24892512972572275,0.31726532247296035,0.4200148257968866,0.737280148269847,0.2099382148021559,0.09162613382410938,0.2878266153534535,0.32880356435643565
8,1120,344,39,251,610,581,6925,7721,1698,964,931,64,108,0.25328519855595666,0.31109356494275564,0.42296028880866426,0.7340538537514198,0.21991969952078746,0.07900531019298018,0.2982142857142857,0.32541599374837193
9,1061,333,24,259,665,633,6940,7759,1915,868,865,56,90,0.24164265129682996,0.3057042161597703,0.4085014409221902,0.7142056570819605,0.24681015594793143,0.08570692099497358,0.294068851099129,0.3171011789091851
11,1222,364,33,268,700,672,7016,7881,1463,1002,979,51,91,0.2689566704675028,0.33307583365520793,0.4448403648802737,0.7779161985354817,0.18563634056591802,0.08882121558177897,0.30341079460269865,0.3437681992337165
12,1102,342,25,251,634,618,7056,7854,1828,932,897,61,90,0.2437641723356009,0.30370274803251196,0.4060374149659864,0.7097401629984983,0.2327476445123504,0.0807231983702572,0.29158396188963875,0.3157101597444089
13,1195,393,35,347,859,784,7262,8311,1657,1114,1130,64,113,0.2712751308179565,0.34563225412339643,0.4783806114018177,0.8240128655252141,0.19937432318613885,0.10335699675129346,0.30496054114994364,0.36040605618387445
14,1211,354,36,247,690,661,7231,8078,1805,995,877,55,82,0.25556631171345595,0.3182046138415246,0.4169547780389988,0.7351593918805234,0.22344639762317406,0.08541718247090864,0.3058846006878105,0.32592041350105866
