team_ix,matchup_id,player,player_id,n_games,n_points,n_qs,team_id
1,1,Carlos Rodon,33696,1,8.5,0,1
1,1,Francisco Lindor,32129,NA,0.5,NA,1
1,1,Frankie Montas,33249,1,23,1,1
1,1,Matt Chapman,33857,NA,18.5,NA,1
1,1,Yoshinobu Yamamoto,4872587,1,-10.5,0,1
1,1,Aaron Civale,40934,1,22.5,1,1
1,1,Willy Adames,33675,NA,0,NA,1
1,1,Cristian Javier,41261,1,24.5,1,1
1,1,Byron Buxton,32655,NA,2.5,NA,1
1,1,Mookie Betts,33039,NA,36,NA,1
1,1,Jack Suwinski,36754,NA,1.5,NA,1
1,1,Wyatt Langford,4719324,NA,3,NA,1
1,1,Julio Rodriguez,41044,NA,4,NA,1
1,1,Trevor Story,32150,NA,2,NA,1
1,1,Salvador Perez,31127,NA,-1,NA,1
1,1,Jackson Merrill,4872691,NA,2.5,NA,1
1,1,Alex Verdugo,33786,NA,3.5,NA,1
1,1,Cedric Mullins,35578,NA,8,NA,1
1,1,Rhys Hoskins,35291,NA,-0.5,NA,1
1,1,Nolan Arenado,31261,NA,1,NA,1
1,1,Kenley Jansen,29630,NA,7.5,0,1
2,1,Joe Musgrove,34848,2,-5.5,0,2
2,1,Masyn Winn,4683365,NA,3,NA,2
2,1,Wilmer Flores,30627,NA,3,NA,2
2,1,Tyler Glasnow,33190,2,33,1,2
2,1,Tarik Skubal,42409,1,26,1,2
2,1,Luis Campusano,40521,NA,8,NA,2
2,1,Griffin Jax,42604,NA,6.5,0,2
2,1,Michael King,40429,NA,3.5,0,2
2,1,Jurickson Profar,31117,NA,1.5,NA,2
2,1,Jorge Soler,32558,NA,3.5,NA,2
2,1,Jordan Westburg,4298641,NA,2,NA,2
2,1,Ryan Pressly,33072,NA,-0.5,0,2
2,1,Yuki Matsui,4142414,NA,4.5,0,2
2,1,Marcell Ozuna,31668,NA,-1,NA,2
2,1,Kris Bryant,33172,NA,-1,NA,2
2,1,Anthony Santander,36084,NA,9,NA,2
2,1,Mike Trout,30836,NA,5.5,NA,2
2,1,Sean Murphy,33557,NA,-0.5,NA,2
2,1,Max Muncy,33303,NA,8,NA,2
2,1,Ronald Acuna Jr.,36185,NA,5.5,NA,2
