booster,objective,eval_metric,eta,gamma,subsample,colsample_bytree,max_depth,min_child_weight,monotone_constraints,iter,logloss
gbtree,binary:logistic,logloss,0.00126321535251663,1.1317161450706406,0.2920686599813169,0.7903225806451613,5,11,1,5000,0.4445824698346043
gbtree,binary:logistic,logloss,0.00126321535251663,1.1317161450706406,0.2920686599813169,0.7903225806451613,5,11,0,5000,0.4445824698346043
gbtree,binary:logistic,logloss,0.00126321535251663,1.1317161450706406,0.2920686599813169,0.7903225806451613,5,11,-1,5000,0.4445824698346043
gbtree,binary:logistic,logloss,0.00126321535251663,1.1317161450706406,0.2920686599813169,0.7903225806451613,5,11,-1,5000,0.4445824698346043
gbtree,binary:logistic,logloss,0.00126321535251663,1.1317161450706406,0.2920686599813169,0.7903225806451613,5,11,1,5000,0.4445824698346043
gbtree,binary:logistic,logloss,0.00126321535251663,1.1317161450706406,0.2920686599813169,0.7903225806451613,5,11,1,5000,0.4445824698346043
gbtree,binary:logistic,logloss,0.00126321535251663,1.1317161450706406,0.2920686599813169,0.7903225806451613,5,11,1,5000,0.4445824698346043
gbtree,binary:logistic,logloss,8.839117013480489e-4,5.781208403399626,0.8787215853823814,0.41935483870967744,9,38,1,5000,0.4488915398779236
gbtree,binary:logistic,logloss,8.839117013480489e-4,5.781208403399626,0.8787215853823814,0.41935483870967744,9,38,0,5000,0.4488915398779236
gbtree,binary:logistic,logloss,8.839117013480489e-4,5.781208403399626,0.8787215853823814,0.41935483870967744,9,38,-1,5000,0.4488915398779236
gbtree,binary:logistic,logloss,8.839117013480489e-4,5.781208403399626,0.8787215853823814,0.41935483870967744,9,38,-1,5000,0.4488915398779236
gbtree,binary:logistic,logloss,8.839117013480489e-4,5.781208403399626,0.8787215853823814,0.41935483870967744,9,38,1,5000,0.4488915398779236
gbtree,binary:logistic,logloss,8.839117013480489e-4,5.781208403399626,0.8787215853823814,0.41935483870967744,9,38,1,5000,0.4488915398779236
gbtree,binary:logistic,logloss,8.839117013480489e-4,5.781208403399626,0.8787215853823814,0.41935483870967744,9,38,1,5000,0.4488915398779236
gbtree,binary:logistic,logloss,0.00347452339044045,5.465607390211547e-5,0.7988949472707463,0.8709677419354839,8,12,1,2513,0.4374514607618602
gbtree,binary:logistic,logloss,0.00347452339044045,5.465607390211547e-5,0.7988949472707463,0.8709677419354839,8,12,0,2513,0.4374514607618602
gbtree,binary:logistic,logloss,0.00347452339044045,5.465607390211547e-5,0.7988949472707463,0.8709677419354839,8,12,-1,2513,0.4374514607618602
gbtree,binary:logistic,logloss,0.00347452339044045,5.465607390211547e-5,0.7988949472707463,0.8709677419354839,8,12,-1,2513,0.4374514607618602
gbtree,binary:logistic,logloss,0.00347452339044045,5.465607390211547e-5,0.7988949472707463,0.8709677419354839,8,12,1,2513,0.4374514607618602
gbtree,binary:logistic,logloss,0.00347452339044045,5.465607390211547e-5,0.7988949472707463,0.8709677419354839,8,12,1,2513,0.4374514607618602
gbtree,binary:logistic,logloss,0.00347452339044045,5.465607390211547e-5,0.7988949472707463,0.8709677419354839,8,12,1,2513,0.4374514607618602
gbtree,binary:logistic,logloss,0.07506712448543436,4.3033611950628075,0.8613327658392256,0.6612903225806451,8,30,1,121,0.4443252499205121
gbtree,binary:logistic,logloss,0.07506712448543436,4.3033611950628075,0.8613327658392256,0.6612903225806451,8,30,0,121,0.4443252499205121
gbtree,binary:logistic,logloss,0.07506712448543436,4.3033611950628075,0.8613327658392256,0.6612903225806451,8,30,-1,121,0.4443252499205121
gbtree,binary:logistic,logloss,0.07506712448543436,4.3033611950628075,0.8613327658392256,0.6612903225806451,8,30,-1,121,0.4443252499205121
gbtree,binary:logistic,logloss,0.07506712448543436,4.3033611950628075,0.8613327658392256,0.6612903225806451,8,30,1,121,0.4443252499205121
gbtree,binary:logistic,logloss,0.07506712448543436,4.3033611950628075,0.8613327658392256,0.6612903225806451,8,30,1,121,0.4443252499205121
gbtree,binary:logistic,logloss,0.07506712448543436,4.3033611950628075,0.8613327658392256,0.6612903225806451,8,30,1,121,0.4443252499205121
gbtree,binary:logistic,logloss,0.00700067890380991,0.0014499909249675,0.8902577042920514,0.5967741935483871,10,7,1,1295,0.44410065926848985
gbtree,binary:logistic,logloss,0.00700067890380991,0.0014499909249675,0.8902577042920514,0.5967741935483871,10,7,0,1295,0.44410065926848985
gbtree,binary:logistic,logloss,0.00700067890380991,0.0014499909249675,0.8902577042920514,0.5967741935483871,10,7,-1,1295,0.44410065926848985
gbtree,binary:logistic,logloss,0.00700067890380991,0.0014499909249675,0.8902577042920514,0.5967741935483871,10,7,-1,1295,0.44410065926848985
gbtree,binary:logistic,logloss,0.00700067890380991,0.0014499909249675,0.8902577042920514,0.5967741935483871,10,7,1,1295,0.44410065926848985
gbtree,binary:logistic,logloss,0.00700067890380991,0.0014499909249675,0.8902577042920514,0.5967741935483871,10,7,1,1295,0.44410065926848985
gbtree,binary:logistic,logloss,0.00700067890380991,0.0014499909249675,0.8902577042920514,0.5967741935483871,10,7,1,1295,0.44410065926848985
gbtree,binary:logistic,logloss,0.05370832270397934,5.7132200512716364e-8,0.8777318354301853,0.532258064516129,8,32,1,196,0.43839093018448694
gbtree,binary:logistic,logloss,0.05370832270397934,5.7132200512716364e-8,0.8777318354301853,0.532258064516129,8,32,0,196,0.43839093018448694
gbtree,binary:logistic,logloss,0.05370832270397934,5.7132200512716364e-8,0.8777318354301853,0.532258064516129,8,32,-1,196,0.43839093018448694
gbtree,binary:logistic,logloss,0.05370832270397934,5.7132200512716364e-8,0.8777318354301853,0.532258064516129,8,32,-1,196,0.43839093018448694
gbtree,binary:logistic,logloss,0.05370832270397934,5.7132200512716364e-8,0.8777318354301853,0.532258064516129,8,32,1,196,0.43839093018448694
gbtree,binary:logistic,logloss,0.05370832270397934,5.7132200512716364e-8,0.8777318354301853,0.532258064516129,8,32,1,196,0.43839093018448694
gbtree,binary:logistic,logloss,0.05370832270397934,5.7132200512716364e-8,0.8777318354301853,0.532258064516129,8,32,1,196,0.43839093018448694
gbtree,binary:logistic,logloss,0.04095003484382727,0.01230663832269853,0.9180371876309392,0.20967741935483872,5,3,1,893,0.4450442024026132
gbtree,binary:logistic,logloss,0.04095003484382727,0.01230663832269853,0.9180371876309392,0.20967741935483872,5,3,0,893,0.4450442024026132
gbtree,binary:logistic,logloss,0.04095003484382727,0.01230663832269853,0.9180371876309392,0.20967741935483872,5,3,-1,893,0.4450442024026132
gbtree,binary:logistic,logloss,0.04095003484382727,0.01230663832269853,0.9180371876309392,0.20967741935483872,5,3,-1,893,0.4450442024026132
gbtree,binary:logistic,logloss,0.04095003484382727,0.01230663832269853,0.9180371876309392,0.20967741935483872,5,3,1,893,0.4450442024026132
gbtree,binary:logistic,logloss,0.04095003484382727,0.01230663832269853,0.9180371876309392,0.20967741935483872,5,3,1,893,0.4450442024026132
gbtree,binary:logistic,logloss,0.04095003484382727,0.01230663832269853,0.9180371876309392,0.20967741935483872,5,3,1,893,0.4450442024026132
gbtree,binary:logistic,logloss,0.01682258216985389,0.03009357690618983,0.8258194979794323,0.5806451612903226,9,15,1,550,0.4379746978972431
gbtree,binary:logistic,logloss,0.01682258216985389,0.03009357690618983,0.8258194979794323,0.5806451612903226,9,15,0,550,0.4379746978972431
gbtree,binary:logistic,logloss,0.01682258216985389,0.03009357690618983,0.8258194979794323,0.5806451612903226,9,15,-1,550,0.4379746978972431
gbtree,binary:logistic,logloss,0.01682258216985389,0.03009357690618983,0.8258194979794323,0.5806451612903226,9,15,-1,550,0.4379746978972431
gbtree,binary:logistic,logloss,0.01682258216985389,0.03009357690618983,0.8258194979794323,0.5806451612903226,9,15,1,550,0.4379746978972431
gbtree,binary:logistic,logloss,0.01682258216985389,0.03009357690618983,0.8258194979794323,0.5806451612903226,9,15,1,550,0.4379746978972431
gbtree,binary:logistic,logloss,0.01682258216985389,0.03009357690618983,0.8258194979794323,0.5806451612903226,9,15,1,550,0.4379746978972431
gbtree,binary:logistic,logloss,1.028893434690004e-4,0.00615194014023001,0.8918319810727379,0.16129032258064516,14,29,1,5000,0.6291350037128527
gbtree,binary:logistic,logloss,1.028893434690004e-4,0.00615194014023001,0.8918319810727379,0.16129032258064516,14,29,0,5000,0.6291350037128527
gbtree,binary:logistic,logloss,1.028893434690004e-4,0.00615194014023001,0.8918319810727379,0.16129032258064516,14,29,-1,5000,0.6291350037128527
gbtree,binary:logistic,logloss,1.028893434690004e-4,0.00615194014023001,0.8918319810727379,0.16129032258064516,14,29,-1,5000,0.6291350037128527
