lineup_id,position,player,player_id,team_id,points,ppg,matchup_id
15,RP,Trevor Megill,40080,4,20.5,5.125,9
15,RP,Justin Slaten,4917925,12,19.5,4.875,9
0,C,Cal Raleigh,41292,11,43,7.166666666666667,10
1,1B,Jonathan Aranda,40810,9,30,5,10
2,2B,Luis Garcia Jr.,40459,13,27,4.5,10
3,3B,Jose Ramirez,32801,9,32.5,5.416666666666667,10
4,SS,Jeremy Pena,41273,1,37,6.166666666666667,10
5,OF,Christian Yelich,31283,4,34,6.8,10
5,OF,James Wood,4918256,11,34,5.666666666666667,10
5,OF,Jackson Chourio,4917869,1,33.5,5.583333333333333,10
5,OF,George Springer,32078,14,32.5,5.416666666666667,10
5,OF,Bryan Reynolds,38980,12,29,4.833333333333333,10
6,2B/SS,Bo Bichette,38904,6,31.5,4.5,10
7,1B/3B,Vladimir Guerrero Jr.,35002,4,28.5,4.071428571428571,10
12,UTIL,Shohei Ohtani,39832,14,33.5,5.583333333333333,10
14,SP,Garrett Crochet,4297835,6,56,28,10
14,SP,Taj Bradley,42480,13,54,27,10
14,SP,Hunter Brown,4717803,7,48,24,10
14,SP,Jameson Taillon,31258,12,43.5,21.75,10
14,SP,Ranger Suarez,39817,11,41,20.5,10
14,SP,Framber Valdez,36581,7,40,40,10
15,RP,Tommy Kahnle,31867,1,26,6.5,10
15,RP,Reed Garrett,36526,13,23.5,7.833333333333333,10
15,RP,Daniel Palencia,4875225,6,23,7.666666666666667,10
0,C,Hunter Goodman,4416591,6,31,5.166666666666667,11
1,1B,Pete Alonso,37498,11,50.5,7.214285714285714,11
2,2B,Ketel Marte,32512,12,37,6.166666666666667,11
3,3B,Manny Machado,31097,5,30,4.285714285714286,11
4,SS,Jacob Wilson,4719300,4,30,5,11
5,OF,Lawrence Butler,4917919,12,38,5.428571428571429,11
5,OF,Juan Soto,36969,12,33,4.714285714285714,11
5,OF,Aaron Judge,33192,2,32,5.333333333333333,11
5,OF,Tyler Soderstrom,4686066,12,29.5,4.214285714285714,11
5,OF,Ceddanne Rafaela,4987382,8,25.5,4.25,11
6,2B/SS,Bobby Witt Jr.,42403,7,25.5,4.25,11
7,1B/3B,Vinnie Pasquantino,4109109,13,31.5,5.25,11
12,UTIL,Cal Raleigh,41292,11,28.5,5.7,11
14,SP,Paul Skenes,4719507,13,64,32,11
14,SP,Logan Webb,41216,12,52.5,26.25,11
14,SP,Jack Flaherty,33837,5,49,24.5,11
14,SP,Cristopher Sanchez,42359,7,43,21.5,11
14,SP,Tanner Bibee,4345278,11,40,20,11
14,SP,Drew Rasmussen,42584,1,37,18.5,11
15,RP,Randy Rodriguez,4919929,5,23.5,5.875,11
15,RP,Josh Hader,32760,14,19.5,6.5,11
15,RP,Robert Suarez,4148749,14,19,6.333333333333333,11
0,C,NA,NA,NA,NA,NA,12
1,1B,NA,NA,NA,NA,NA,12
2,2B,NA,NA,NA,NA,NA,12
3,3B,NA,NA,NA,NA,NA,12
4,SS,NA,NA,NA,NA,NA,12
5,OF,NA,NA,NA,NA,NA,12
5,OF,NA,NA,NA,NA,NA,12
5,OF,NA,NA,NA,NA,NA,12
5,OF,NA,NA,NA,NA,NA,12
5,OF,NA,NA,NA,NA,NA,12
6,2B/SS,NA,NA,NA,NA,NA,12
7,1B/3B,NA,NA,NA,NA,NA,12
12,UTIL,NA,NA,NA,NA,NA,12
14,SP,NA,NA,NA,NA,NA,12
14,SP,NA,NA,NA,NA,NA,12
14,SP,NA,NA,NA,NA,NA,12
14,SP,NA,NA,NA,NA,NA,12
14,SP,NA,NA,NA,NA,NA,12
14,SP,NA,NA,NA,NA,NA,12
15,RP,NA,NA,NA,NA,NA,12
15,RP,NA,NA,NA,NA,NA,12
15,RP,NA,NA,NA,NA,NA,12
