team_id,scoring_period_id,matchup_id
6,10,1
6,11,1
13,39,5
6,74,10
11,87,12
12,0,13
9,89,13
4,90,13
6,90,13
4,91,13
4,91,13
4,91,13
9,91,13
4,91,13
9,92,13
14,92,13
13,94,13
13,0,14
2,97,14
1,97,14
5,99,14
12,99,14
4,99,14
4,99,14
12,99,14
2,100,14
9,100,14
2,101,14
12,101,14
4,107,14
