matchup_id,game_id,home_team_id,home_total_points,home_batting_points,home_pitching_points,away_team_id,away_total_points,away_batting_points,away_pitching_points,home_team,away_team
6,33,2,341.5,169,172.5,6,346.5,178,168.5,Framber Valdez Oil Spill,The Novaks
6,34,4,294,185,109,11,266.5,139,127.5,All That is Wright,The West Bank Occupiers
6,35,13,355.5,211.5,144,7,405.5,201,204.5,Ketel Bells,Cron's Disease
6,36,8,311,170.5,140.5,5,356,158.5,197.5,Mt. Everest Taquito Farmers,The Traveling Secretaries
7,37,14,335.5,235,100.5,12,321.5,170.5,151,Hader Better Faster Stronger,Blasphemous Hot Takes
7,38,9,261,183,78,2,371,232,139,The Greatest Stroman,Framber Valdez Oil Spill
7,39,1,367,227.5,139.5,4,406,243.5,162.5,Crown Heights Crusaders,All That is Wright
7,40,6,403.5,199.5,204,13,341,189.5,151.5,The Novaks,Ketel Bells
7,41,11,318.5,183.5,135,8,367.5,203,164.5,The West Bank Occupiers,Mt. Everest Taquito Farmers
7,42,7,328,230.5,97.5,5,315,218,97,Cron's Disease,The Traveling Secretaries
8,43,12,389,188.5,200.5,2,437.5,313.5,124,Blasphemous Hot Takes,Framber Valdez Oil Spill
8,44,4,311.5,203,108.5,14,353.5,183.5,170,All That is Wright,Hader Better Faster Stronger
8,45,13,363.5,193,170.5,9,346.5,183,163.5,Ketel Bells,The Greatest Stroman
8,46,8,261.5,165,96.5,1,376.5,255.5,121,Mt. Everest Taquito Farmers,Crown Heights Crusaders
8,47,5,283,191.5,91.5,6,397.5,270,127.5,The Traveling Secretaries,The Novaks
8,48,7,316,195.5,120.5,11,360,201.5,158.5,Cron's Disease,The West Bank Occupiers
9,49,4,333,170,163,12,318,183,135,All That is Wright,Blasphemous Hot Takes
9,50,2,292.5,158.5,134,13,287.5,192.5,95,Framber Valdez Oil Spill,Ketel Bells
9,51,14,350,187.5,162.5,8,375,183,192,Hader Better Faster Stronger,Mt. Everest Taquito Farmers
9,52,9,218.5,127,91.5,5,335.5,169.5,166,The Greatest Stroman,The Traveling Secretaries
9,53,1,372,183.5,188.5,7,271,127,144,Crown Heights Crusaders,Cron's Disease
9,54,6,256,128.5,127.5,11,273,170.5,102.5,The Novaks,The West Bank Occupiers
10,55,12,368,196,172,13,321.5,137.5,184,Blasphemous Hot Takes,Ketel Bells
10,56,8,285.5,178.5,107,4,322,180,142,Mt. Everest Taquito Farmers,All That is Wright
10,57,5,312.5,220,92.5,2,374,225.5,148.5,The Traveling Secretaries,Framber Valdez Oil Spill
10,58,7,363,174,189,14,335,213,122,Cron's Disease,Hader Better Faster Stronger
10,59,11,280.5,151,129.5,9,270.5,133.5,137,The West Bank Occupiers,The Greatest Stroman
10,60,6,317,170.5,146.5,1,308.5,167,141.5,The Novaks,Crown Heights Crusaders
11,61,8,365.5,219.5,146,12,393.5,208.5,185,Mt. Everest Taquito Farmers,Blasphemous Hot Takes
11,62,13,341,204,137,5,356.5,280.5,76,Ketel Bells,The Traveling Secretaries
11,63,4,379,238,141,7,215,126.5,88.5,All That is Wright,Cron's Disease
11,64,2,367,251,116,11,307.5,230,77.5,Framber Valdez Oil Spill,The West Bank Occupiers
11,65,14,411.5,212.5,199,6,306,146.5,159.5,Hader Better Faster Stronger,The Novaks
11,66,9,325.5,189.5,136,1,283,186,97,The Greatest Stroman,Crown Heights Crusaders
12,67,12,351,214,137,5,344,199,145,Blasphemous Hot Takes,The Traveling Secretaries
12,68,7,332.5,173,159.5,8,429.5,200.5,229,Cron's Disease,Mt. Everest Taquito Farmers
12,69,11,298,173.5,124.5,13,400.5,238,162.5,The West Bank Occupiers,Ketel Bells
12,70,6,325,186,139,4,355.5,172,183.5,The Novaks,All That is Wright
12,71,1,373,200.5,172.5,2,318.5,150.5,168,Crown Heights Crusaders,Framber Valdez Oil Spill
12,72,9,334,184.5,149.5,14,296,141,155,The Greatest Stroman,Hader Better Faster Stronger
13,73,7,277,155.5,121.5,12,365,281,84,Cron's Disease,Blasphemous Hot Takes
13,74,5,313,193,120,11,415.5,161.5,254,The Traveling Secretaries,The West Bank Occupiers
13,75,8,333.5,172.5,161,6,280,172,108,Mt. Everest Taquito Farmers,The Novaks
13,76,13,266,188.5,77.5,1,345.5,225.5,120,Ketel Bells,Crown Heights Crusaders
13,77,4,336.5,255,81.5,9,329.5,172.5,157,All That is Wright,The Greatest Stroman
13,78,2,370,224.5,145.5,14,371,205,166,Framber Valdez Oil Spill,Hader Better Faster Stronger
14,79,12,600,364,236,11,567.5,365.5,202,Blasphemous Hot Takes,The West Bank Occupiers
14,80,6,484.5,213.5,271,7,541.5,322,219.5,The Novaks,Cron's Disease
14,81,1,558.5,318,240.5,5,474,331.5,142.5,Crown Heights Crusaders,The Traveling Secretaries
14,82,9,485.5,281,204.5,8,444,257,187,The Greatest Stroman,Mt. Everest Taquito Farmers
14,83,14,473.5,269.5,204,13,563,305.5,257.5,Hader Better Faster Stronger,Ketel Bells
14,84,2,478.5,293,185.5,4,520.5,323.5,197,Framber Valdez Oil Spill,All That is Wright
15,85,6,301,194.5,106.5,12,285.5,170.5,115,The Novaks,Blasphemous Hot Takes
15,86,11,272,176,96,1,273.5,186,87.5,The West Bank Occupiers,Crown Heights Crusaders
15,87,7,275,178,97,9,318,213,105,Cron's Disease,The Greatest Stroman
15,88,5,368,208,160,14,434,255,179,The Traveling Secretaries,Hader Better Faster Stronger
15,89,8,366.5,175,191.5,2,289.5,215,74.5,Mt. Everest Taquito Farmers,Framber Valdez Oil Spill
15,90,13,469.5,294,175.5,4,338.5,206,132.5,Ketel Bells,All That is Wright
16,91,12,397,219.5,177.5,1,278,152,126,Blasphemous Hot Takes,Crown Heights Crusaders
16,92,9,330,229.5,100.5,6,353,185,168,The Greatest Stroman,The Novaks
16,93,14,335,216,119,11,331,210.5,120.5,Hader Better Faster Stronger,The West Bank Occupiers
16,94,2,366,229.5,136.5,7,328.5,195.5,133,Framber Valdez Oil Spill,Cron's Disease
16,95,4,301.5,199,102.5,5,264.5,212.5,52,All That is Wright,The Traveling Secretaries
16,96,13,324.5,208,116.5,8,250,114.5,135.5,Ketel Bells,Mt. Everest Taquito Farmers
17,97,9,307.5,199.5,108,12,380,214.5,165.5,The Greatest Stroman,Blasphemous Hot Takes
17,98,1,336,227,109,14,310.5,228.5,82,Crown Heights Crusaders,Hader Better Faster Stronger
17,99,6,351,217.5,133.5,2,368,225.5,142.5,The Novaks,Framber Valdez Oil Spill
17,100,11,318.5,200,118.5,4,360.5,272,88.5,The West Bank Occupiers,All That is Wright
17,101,7,367.5,218.5,149,13,327,167,160,Cron's Disease,Ketel Bells
17,102,5,356,219,137,8,336,202.5,133.5,The Traveling Secretaries,Mt. Everest Taquito Farmers
18,103,12,417,212.5,204.5,14,302,184.5,117.5,Blasphemous Hot Takes,Hader Better Faster Stronger
18,104,2,270,229.5,40.5,9,372.5,182,190.5,Framber Valdez Oil Spill,The Greatest Stroman
18,105,4,404,218.5,185.5,1,306,189,117,All That is Wright,Crown Heights Crusaders
18,106,13,407,246,161,6,388.5,271,117.5,Ketel Bells,The Novaks
18,107,8,259.5,126.5,133,11,328.5,149.5,179,Mt. Everest Taquito Farmers,The West Bank Occupiers
18,108,5,389.5,243.5,146,7,287,174.5,112.5,The Traveling Secretaries,Cron's Disease
19,109,2,186,136.5,49.5,12,109.5,78.5,31,Framber Valdez Oil Spill,Blasphemous Hot Takes
19,110,14,144,88,56,4,197.5,88.5,109,Hader Better Faster Stronger,All That is Wright
19,111,9,124.5,95.5,29,13,159,84.5,74.5,The Greatest Stroman,Ketel Bells
19,112,1,138,76,62,8,126,102.5,23.5,Crown Heights Crusaders,Mt. Everest Taquito Farmers
19,113,6,178.5,124,54.5,5,108.5,63,45.5,The Novaks,The Traveling Secretaries
19,114,11,137,60.5,76.5,7,96,62,34,The West Bank Occupiers,Cron's Disease
20,115,12,NA,NA,NA,4,NA,NA,NA,Blasphemous Hot Takes,All That is Wright
20,116,13,NA,NA,NA,2,NA,NA,NA,Ketel Bells,Framber Valdez Oil Spill
20,117,8,NA,NA,NA,14,NA,NA,NA,Mt. Everest Taquito Farmers,Hader Better Faster Stronger
20,118,5,NA,NA,NA,9,NA,NA,NA,The Traveling Secretaries,The Greatest Stroman
20,119,7,NA,NA,NA,1,NA,NA,NA,Cron's Disease,Crown Heights Crusaders
20,120,11,NA,NA,NA,6,NA,NA,NA,The West Bank Occupiers,The Novaks
21,121,13,NA,NA,NA,12,NA,NA,NA,Ketel Bells,Blasphemous Hot Takes
21,122,4,NA,NA,NA,8,NA,NA,NA,All That is Wright,Mt. Everest Taquito Farmers
21,123,2,NA,NA,NA,5,NA,NA,NA,Framber Valdez Oil Spill,The Traveling Secretaries
21,124,14,NA,NA,NA,7,NA,NA,NA,Hader Better Faster Stronger,Cron's Disease
21,125,9,NA,NA,NA,11,NA,NA,NA,The Greatest Stroman,The West Bank Occupiers
21,126,1,NA,NA,NA,6,NA,NA,NA,Crown Heights Crusaders,The Novaks
