team_id,h_1b,h_2b,h_3b,h_hr,h_bb,h_ubb,h_ab,h_pa,h_k,h_runs,h_rbi,h_sf,h_hbp,avg,obp,slg,ops,k_rate,bb_rate,babip,woba
1,1079,374,24,328,812,787,7110,8089,1851,1033,1084,53,102,0.2538677918424754,0.3281504702194357,0.45161744022503514,0.7797679104444708,0.2288292743231549,0.1003832364940042,0.29634831460674155,0.34446497764530554
2,1179,413,35,338,809,766,7587,8599,1798,1149,1107,63,120,0.25899565045472517,0.3279347440595815,0.45630684064847765,0.7842415847080592,0.20909408070705895,0.09408070705896035,0.2950671019223794,0.34543955014058103
4,1227,415,34,333,873,834,7678,8695,1775,1206,1099,52,85,0.2616566814274551,0.33499941880739276,0.45467569679604064,0.7896751156034334,0.20414031052328924,0.10040253018976424,0.29811454998221276,0.347380275176321
5,1211,382,33,257,739,695,7131,8043,1544,1040,979,70,95,0.264058336839153,0.33022670025188916,0.43500210349179635,0.7652288037436855,0.19196817108044262,0.09188113887852792,0.3011111111111111,0.3380405456138156
6,1261,359,37,309,725,701,7742,8663,1901,1092,1064,70,114,0.2539395505037458,0.315216118074265,0.42960475329372255,0.7448208713679876,0.2194389934202932,0.08368925314556158,0.2957872188504106,0.3300817201808276
7,1046,338,31,266,727,700,6527,7438,1652,981,909,53,120,0.25754557989888155,0.32954700971671,0.44109085337827486,0.7706378630949848,0.22210271578381285,0.09774132831406292,0.3035178035178035,0.3426012162162162
8,1041,344,24,273,624,598,6694,7471,1736,972,936,57,88,0.2512697938452345,0.3126779661016949,0.4321780699133552,0.7448560360150501,0.23236514522821577,0.08352295542765359,0.29713201180936316,0.3289206669355923
9,1140,363,46,264,736,706,7119,8006,1799,1063,920,53,85,0.25467059980334317,0.3223318158826505,0.42983565107458915,0.7521674669572396,0.22470647014738945,0.09193105171121659,0.3031904482286162,0.3326933316589225
11,1167,362,19,236,695,658,7031,7885,1622,924,933,59,84,0.25373346607879393,0.3184328837508028,0.41132129142369506,0.7297541751744978,0.20570703868103996,0.08814204185161699,0.2958715596330275,0.32397510214504593
12,1192,415,25,372,667,637,7639,8435,1978,1083,1157,48,71,0.26233800235632937,0.3197270768494134,0.46930226469433173,0.7890293415437452,0.23449911084765857,0.07907528156490812,0.3057897695334458,0.3441908278737343
13,1283,384,31,289,763,736,7700,8579,1743,1057,1031,38,75,0.25805194805194803,0.3234913539583578,0.42857142857142855,0.7520627825297863,0.20317053269611843,0.08893810467420445,0.29758149316508936,0.332726868639607
14,1169,389,36,279,716,702,7396,8276,1803,1034,998,56,92,0.2532449972958356,0.3169686581782566,0.4287452677122769,0.7457139258905334,0.21785886901884968,0.08651522474625423,0.2968342644320298,0.3304617996604414
