matchup_id,game_id,home_team_id,home_total_points,home_batting_points,home_pitching_points,away_team_id,away_total_points,away_batting_points,away_pitching_points,home_team,away_team
8,47,13,316,146,170,1,312.5,181.5,131,Ketel Bells,The Talmudic Tunnelers
8,48,14,372,230.5,141.5,7,351,176.5,174.5,Burnes Notice,At Witt's End
9,49,12,311.5,155.5,156,4,430,266,164,Blasphemous Hot Takes,All That is Wright
9,50,2,343,214.5,128.5,9,265,149,116,Sac Fly by the Rook,Guts. Glory. JRam.
9,51,5,368.5,193,175.5,6,335.5,160,175.5,The Traveling Secretaries,The Novaks
9,52,11,331.5,202,129.5,13,361,184,177,The West Bank Occupiers,Ketel Bells
9,53,8,336,174.5,161.5,14,390,209,181,Mt. Everest Taquito Farmers,Burnes Notice
9,54,1,367.5,216.5,151,7,342.5,217.5,125,The Talmudic Tunnelers,At Witt's End
10,55,4,408.5,230.5,178,9,239.5,158,81.5,All That is Wright,Guts. Glory. JRam.
10,56,6,390.5,176.5,214,12,276,187,89,The Novaks,Blasphemous Hot Takes
10,57,13,370.5,166.5,204,2,305.5,187,118.5,Ketel Bells,Sac Fly by the Rook
10,58,14,404.5,199.5,205,5,368,174,194,Burnes Notice,The Traveling Secretaries
10,59,7,290.5,152.5,138,11,368.5,224,144.5,At Witt's End,The West Bank Occupiers
10,60,1,285,203.5,81.5,8,256,141.5,114.5,The Talmudic Tunnelers,Mt. Everest Taquito Farmers
11,61,6,312,184,128,4,313.5,209,104.5,The Novaks,All That is Wright
11,62,9,294.5,183,111.5,13,392,188.5,203.5,Guts. Glory. JRam.,Ketel Bells
11,63,12,457.5,272.5,185,14,366.5,191,175.5,Blasphemous Hot Takes,Burnes Notice
11,64,2,330.5,205.5,125,7,243.5,98.5,145,Sac Fly by the Rook,At Witt's End
11,65,5,272.5,164,108.5,1,303,167.5,135.5,The Traveling Secretaries,The Talmudic Tunnelers
11,66,11,354,225,129,8,316,189,127,The West Bank Occupiers,Mt. Everest Taquito Farmers
12,67,4,338,172.5,165.5,13,341.5,180.5,161,All That is Wright,Ketel Bells
12,68,14,303,190,113,6,273.5,203.5,70,Burnes Notice,The Novaks
12,69,7,329.5,151,178.5,9,347.5,160.5,187,At Witt's End,Guts. Glory. JRam.
12,70,1,412.5,256.5,156,12,396.5,218.5,178,The Talmudic Tunnelers,Blasphemous Hot Takes
12,71,8,311,203.5,107.5,2,217,188.5,28.5,Mt. Everest Taquito Farmers,Sac Fly by the Rook
12,72,11,314.5,189.5,125,5,334,261,73,The West Bank Occupiers,The Traveling Secretaries
13,73,14,295.5,215,80.5,4,373.5,240.5,133,Burnes Notice,All That is Wright
13,74,13,327,217,110,7,353,217,136,Ketel Bells,At Witt's End
13,75,6,332.5,241,91.5,1,339.5,217,122.5,The Novaks,The Talmudic Tunnelers
13,76,9,346,198,148,8,345.5,181,164.5,Guts. Glory. JRam.,Mt. Everest Taquito Farmers
13,77,12,378.5,241.5,137,11,367,235.5,131.5,Blasphemous Hot Takes,The West Bank Occupiers
13,78,2,294,191,103,5,376,226.5,149.5,Sac Fly by the Rook,The Traveling Secretaries
14,79,4,398,197,201,7,378,182,196,All That is Wright,At Witt's End
14,80,1,313.5,155,158.5,14,336,243.5,92.5,The Talmudic Tunnelers,Burnes Notice
14,81,8,280.5,124,156.5,13,307.5,187,120.5,Mt. Everest Taquito Farmers,Ketel Bells
14,82,11,411,200.5,210.5,6,291,155.5,135.5,The West Bank Occupiers,The Novaks
14,83,5,301.5,171.5,130,9,357.5,213.5,144,The Traveling Secretaries,Guts. Glory. JRam.
14,84,2,379.5,256,123.5,12,349.5,207,142.5,Sac Fly by the Rook,Blasphemous Hot Takes
15,85,1,370,229,141,4,313.5,205.5,108,The Talmudic Tunnelers,All That is Wright
15,86,7,290,202,88,8,364,176,188,At Witt's End,Mt. Everest Taquito Farmers
15,87,14,353,229,124,11,411.5,249.5,162,Burnes Notice,The West Bank Occupiers
15,88,13,305,180,125,5,353.5,191.5,162,Ketel Bells,The Traveling Secretaries
15,89,6,312,196,116,2,408.5,286.5,122,The Novaks,Sac Fly by the Rook
15,90,9,285,172,113,12,283.5,190,93.5,Guts. Glory. JRam.,Blasphemous Hot Takes
16,91,4,533.5,313.5,220,8,507.5,327,180.5,All That is Wright,Mt. Everest Taquito Farmers
16,92,11,459,272.5,186.5,1,528.5,327.5,201,The West Bank Occupiers,The Talmudic Tunnelers
16,93,5,508.5,310,198.5,7,472.5,316,156.5,The Traveling Secretaries,At Witt's End
16,94,2,508,331,177,14,534,328,206,Sac Fly by the Rook,Burnes Notice
16,95,12,503.5,321,182.5,13,416,259.5,156.5,Blasphemous Hot Takes,Ketel Bells
16,96,9,530,327,203,6,636.5,386.5,250,Guts. Glory. JRam.,The Novaks
17,97,11,318.5,191,127.5,4,315,181,134,The West Bank Occupiers,All That is Wright
17,98,8,292.5,171.5,121,5,298,194,104,Mt. Everest Taquito Farmers,The Traveling Secretaries
17,99,1,335.5,216,119.5,2,301.5,206,95.5,The Talmudic Tunnelers,Sac Fly by the Rook
17,100,7,314.5,138.5,176,12,293,188,105,At Witt's End,Blasphemous Hot Takes
17,101,14,364.5,245.5,119,9,310,190.5,119.5,Burnes Notice,Guts. Glory. JRam.
17,102,13,392.5,213.5,179,6,437.5,228,209.5,Ketel Bells,The Novaks
18,103,4,297,172,125,5,290.5,195,95.5,All That is Wright,The Traveling Secretaries
18,104,2,315,181,134,11,327,201.5,125.5,Sac Fly by the Rook,The West Bank Occupiers
18,105,12,280.5,138.5,142,8,337.5,199,138.5,Blasphemous Hot Takes,Mt. Everest Taquito Farmers
18,106,9,354.5,224.5,130,1,335,176.5,158.5,Guts. Glory. JRam.,The Talmudic Tunnelers
18,107,6,369.5,259.5,110,7,315,193,122,The Novaks,At Witt's End
18,108,13,286.5,201.5,85,14,342.5,208.5,134,Ketel Bells,Burnes Notice
19,109,2,294.5,162.5,132,4,318,215.5,102.5,Sac Fly by the Rook,All That is Wright
19,110,5,221,151,70,12,459.5,294.5,165,The Traveling Secretaries,Blasphemous Hot Takes
19,111,11,366.5,246,120.5,9,329,196.5,132.5,The West Bank Occupiers,Guts. Glory. JRam.
19,112,8,299,136.5,162.5,6,420.5,263,157.5,Mt. Everest Taquito Farmers,The Novaks
19,113,1,286,195,91,13,329.5,167.5,162,The Talmudic Tunnelers,Ketel Bells
19,114,7,273.5,161,112.5,14,279,212.5,66.5,At Witt's End,Burnes Notice
20,115,4,267,165.5,101.5,12,399,225,174,All That is Wright,Blasphemous Hot Takes
20,116,9,356,196,160,2,354,224,130,Guts. Glory. JRam.,Sac Fly by the Rook
20,117,6,364,229.5,134.5,5,384.5,230.5,154,The Novaks,The Traveling Secretaries
20,118,13,347,203,144,11,346,250,96,Ketel Bells,The West Bank Occupiers
20,119,14,280.5,215,65.5,8,304,206.5,97.5,Burnes Notice,Mt. Everest Taquito Farmers
20,120,7,234,140.5,93.5,1,327,146,181,At Witt's End,The Talmudic Tunnelers
21,121,9,226.5,129,97.5,4,176.5,118.5,58,Guts. Glory. JRam.,All That is Wright
21,122,12,224.5,123,101.5,6,174.5,129,45.5,Blasphemous Hot Takes,The Novaks
21,123,2,193.5,139,54.5,13,200,130,70,Sac Fly by the Rook,Ketel Bells
21,124,5,244.5,130,114.5,14,269.5,179.5,90,The Traveling Secretaries,Burnes Notice
21,125,11,138.5,101.5,37,7,182.5,66.5,116,The West Bank Occupiers,At Witt's End
21,126,8,135,86.5,48.5,1,172.5,90,82.5,Mt. Everest Taquito Farmers,The Talmudic Tunnelers
