matchup_id,game_id,home_team_id,home_total_points,home_batting_points,home_pitching_points,away_team_id,away_total_points,away_batting_points,away_pitching_points,home_team,away_team
1,1,5,455,274.5,180.5,7,494,280.5,213.5,Mother of All Bohms,Place Your Betts
1,2,6,470,207.5,262.5,12,531,280,251,The Novaks,Blasphemous Hot Takes
1,3,11,526.5,332.5,194,4,368,199,169,The West Bank Occupiers,The  Lincoln Project
1,4,2,530,285.5,244.5,13,526.5,322,204.5,Ryan Germany Marquez,Whats that Odor?
1,5,8,500,272.5,227.5,9,494,224,270,Mt. Everest Taquito Farmers,Yu Suck
1,6,1,403,244,159,14,499.5,270.5,229,Yosemite Yeshivas,Haders Gonna Hate
2,7,7,346,192,154,12,274.5,144,130.5,Place Your Betts,Blasphemous Hot Takes
2,8,4,269.5,147,122.5,5,283.5,151,132.5,The  Lincoln Project,Mother of All Bohms
2,9,11,342,181.5,160.5,6,354,159.5,194.5,The West Bank Occupiers,The Novaks
2,10,13,255.5,157.5,98,9,373,202.5,170.5,Whats that Odor?,Yu Suck
2,11,14,307,211,96,2,338.5,169,169.5,Haders Gonna Hate,Ryan Germany Marquez
2,12,1,260,148.5,111.5,8,312.5,179.5,133,Yosemite Yeshivas,Mt. Everest Taquito Farmers
3,13,4,154.5,36.5,118,7,304.5,211,93.5,The  Lincoln Project,Place Your Betts
3,14,12,334,212.5,121.5,11,367,212.5,154.5,Blasphemous Hot Takes,The West Bank Occupiers
3,15,5,293.5,137,156.5,6,322,192.5,129.5,Mother of All Bohms,The Novaks
3,16,14,324,156,168,13,387,170.5,216.5,Haders Gonna Hate,Whats that Odor?
3,17,9,278,158,120,1,267.5,140.5,127,Yu Suck,Yosemite Yeshivas
3,18,2,334.5,179,155.5,8,317.5,141.5,176,Ryan Germany Marquez,Mt. Everest Taquito Farmers
4,19,7,308.5,237,71.5,11,369,218.5,150.5,Place Your Betts,The West Bank Occupiers
4,20,6,311.5,121.5,190,4,232,141,91,The Novaks,The  Lincoln Project
4,21,5,370.5,224,146.5,12,326.5,163,163.5,Mother of All Bohms,Blasphemous Hot Takes
4,22,13,319,176.5,142.5,1,335,207.5,127.5,Whats that Odor?,Yosemite Yeshivas
4,23,8,328,205,123,14,372.5,212.5,160,Mt. Everest Taquito Farmers,Haders Gonna Hate
4,24,2,299,150.5,148.5,9,367.5,238,129.5,Ryan Germany Marquez,Yu Suck
5,25,6,309.5,161,148.5,7,309,189.5,119.5,The Novaks,Place Your Betts
5,26,11,361,265.5,95.5,5,338,179,159,The West Bank Occupiers,Mother of All Bohms
5,27,4,271,161,110,12,300.5,147,153.5,The  Lincoln Project,Blasphemous Hot Takes
5,28,8,289,144.5,144.5,13,425,191.5,233.5,Mt. Everest Taquito Farmers,Whats that Odor?
5,29,1,333,214,119,2,284.5,186,98.5,Yosemite Yeshivas,Ryan Germany Marquez
5,30,14,397.5,187,210.5,9,249.5,168,81.5,Haders Gonna Hate,Yu Suck
6,31,7,280.5,178.5,102,13,317,175,142,Place Your Betts,Whats that Odor?
6,32,5,330.5,207,123.5,2,347.5,213.5,134,Mother of All Bohms,Ryan Germany Marquez
6,33,12,317.5,191.5,126,9,346,206.5,139.5,Blasphemous Hot Takes,Yu Suck
6,34,4,259.5,162,97.5,14,395,253,142,The  Lincoln Project,Haders Gonna Hate
6,35,11,360,186,174,1,337.5,254.5,83,The West Bank Occupiers,Yosemite Yeshivas
6,36,6,318,198,120,8,278.5,138.5,140,The Novaks,Mt. Everest Taquito Farmers
7,37,13,288.5,148.5,140,5,347,172,175,Whats that Odor?,Mother of All Bohms
