matchup_id,game_id,home_team_id,home_total_points,home_batting_points,home_pitching_points,away_team_id,away_total_points,away_batting_points,away_pitching_points,home_team,away_team
7,38,2,315.5,172,143.5,12,383.5,202,181.5,Ryan Germany Marquez,Blasphemous Hot Takes
7,39,9,348.5,175,173.5,4,290.5,149,141.5,Yu Suck,The  Lincoln Project
7,40,14,408.5,251.5,157,11,452.5,246.5,206,Haders Gonna Hate,The West Bank Occupiers
7,41,1,389.5,218.5,171,6,444.5,261,183.5,Yosemite Yeshivas,The Novaks
7,42,8,357,201,156,7,274.5,191,83.5,Mt. Everest Taquito Farmers,Place Your Betts
8,43,12,319.5,157.5,162,13,273.5,104.5,169,Blasphemous Hot Takes,Whats that Odor?
8,44,4,222.5,113,109.5,2,280,138.5,141.5,The  Lincoln Project,Ryan Germany Marquez
8,45,11,391,194,197,9,333,175,158,The West Bank Occupiers,Yu Suck
8,46,6,281.5,153.5,128,14,315.5,181.5,134,The Novaks,Haders Gonna Hate
8,47,7,298.5,182.5,116,1,339,202,137,Place Your Betts,Yosemite Yeshivas
8,48,5,307.5,166,141.5,8,235.5,109.5,126,Mother of All Bohms,Mt. Everest Taquito Farmers
9,49,13,304,164.5,139.5,4,210,130.5,79.5,Whats that Odor?,The  Lincoln Project
9,50,2,318.5,182.5,136,11,340,217,123,Ryan Germany Marquez,The West Bank Occupiers
9,51,9,292,180.5,111.5,6,407.5,291.5,116,Yu Suck,The Novaks
9,52,14,421,237,184,7,236,144.5,91.5,Haders Gonna Hate,Place Your Betts
9,53,1,306.5,193,113.5,5,299,172,127,Yosemite Yeshivas,Mother of All Bohms
9,54,8,165,87.5,77.5,12,403.5,217.5,186,Mt. Everest Taquito Farmers,Blasphemous Hot Takes
10,55,11,299,158.5,140.5,13,202.5,157.5,45,The West Bank Occupiers,Whats that Odor?
10,56,6,307.5,197.5,110,2,290.5,199.5,91,The Novaks,Ryan Germany Marquez
10,57,7,284,133,151,9,406,236.5,169.5,Place Your Betts,Yu Suck
10,58,5,331,200,131,14,299,150,149,Mother of All Bohms,Haders Gonna Hate
10,59,12,432.5,232,200.5,1,364.5,216,148.5,Blasphemous Hot Takes,Yosemite Yeshivas
10,60,4,271.5,109,162.5,8,219,129.5,89.5,The  Lincoln Project,Mt. Everest Taquito Farmers
11,61,13,278.5,194,84.5,6,383,230,153,Whats that Odor?,The Novaks
11,62,2,278,169.5,108.5,7,237,141.5,95.5,Ryan Germany Marquez,Place Your Betts
11,63,9,321,202,119,5,359,199.5,159.5,Yu Suck,Mother of All Bohms
11,64,14,392,204,188,12,387.5,246,141.5,Haders Gonna Hate,Blasphemous Hot Takes
11,65,1,377.5,215.5,162,4,205,91.5,113.5,Yosemite Yeshivas,The  Lincoln Project
11,66,8,291.5,152.5,139,11,347.5,255.5,92,Mt. Everest Taquito Farmers,The West Bank Occupiers
12,67,7,247.5,103.5,144,5,254,144,110,Place Your Betts,Mother of All Bohms
12,68,12,356.5,184.5,172,6,333.5,185.5,148,Blasphemous Hot Takes,The Novaks
12,69,4,189.5,129.5,60,11,378.5,225,153.5,The  Lincoln Project,The West Bank Occupiers
12,70,13,304,158.5,145.5,2,364.5,178.5,186,Whats that Odor?,Ryan Germany Marquez
12,71,9,281.5,164,117.5,8,216.5,128.5,88,Yu Suck,Mt. Everest Taquito Farmers
12,72,14,458.5,252,206.5,1,377.5,230.5,147,Haders Gonna Hate,Yosemite Yeshivas
13,73,12,384,211,173,7,304.5,207.5,97,Blasphemous Hot Takes,Place Your Betts
13,74,5,321,220,101,4,215,119,96,Mother of All Bohms,The  Lincoln Project
13,75,6,304.5,190,114.5,11,352.5,241,111.5,The Novaks,The West Bank Occupiers
13,76,9,416.5,289,127.5,13,235,160,75,Yu Suck,Whats that Odor?
13,77,2,328.5,168.5,160,14,343.5,235,108.5,Ryan Germany Marquez,Haders Gonna Hate
13,78,8,169,137.5,31.5,1,323.5,240,83.5,Mt. Everest Taquito Farmers,Yosemite Yeshivas
14,79,7,372.5,232.5,140,4,365,241.5,123.5,Place Your Betts,The  Lincoln Project
14,80,11,434.5,291,143.5,12,492,289,203,The West Bank Occupiers,Blasphemous Hot Takes
14,81,6,488.5,355,133.5,5,420.5,324.5,96,The Novaks,Mother of All Bohms
14,82,13,475.5,306,169.5,14,560.5,336.5,224,Whats that Odor?,Haders Gonna Hate
14,83,1,546,334,212,9,435,290,145,Yosemite Yeshivas,Yu Suck
14,84,8,333,215,118,2,486.5,270.5,216,Mt. Everest Taquito Farmers,Ryan Germany Marquez
15,85,11,370.5,222.5,148,7,316.5,159,157.5,The West Bank Occupiers,Place Your Betts
15,86,4,215.5,127.5,88,6,360,226.5,133.5,The  Lincoln Project,The Novaks
15,87,12,301,171.5,129.5,5,289.5,195.5,94,Blasphemous Hot Takes,Mother of All Bohms
15,88,1,313.5,192.5,121,13,307.5,239,68.5,Yosemite Yeshivas,Whats that Odor?
15,89,14,395,226.5,168.5,8,244,163.5,80.5,Haders Gonna Hate,Mt. Everest Taquito Farmers
15,90,9,282,176.5,105.5,2,228.5,136.5,92,Yu Suck,Ryan Germany Marquez
16,91,7,290,141,149,6,268.5,170.5,98,Place Your Betts,The Novaks
16,92,5,269,147,122,11,341,278,63,Mother of All Bohms,The West Bank Occupiers
16,93,12,287.5,194,93.5,4,304.5,168,136.5,Blasphemous Hot Takes,The  Lincoln Project
16,94,13,371.5,208.5,163,8,246.5,143.5,103,Whats that Odor?,Mt. Everest Taquito Farmers
16,95,2,325,164,161,1,352,233,119,Ryan Germany Marquez,Yosemite Yeshivas
16,96,9,318,227.5,90.5,14,335.5,226,109.5,Yu Suck,Haders Gonna Hate
17,97,7,280.5,178,102.5,13,339,223,116,Place Your Betts,Whats that Odor?
17,98,5,305,169.5,135.5,2,340,182,158,Mother of All Bohms,Ryan Germany Marquez
17,99,12,363.5,191.5,172,9,375.5,215.5,160,Blasphemous Hot Takes,Yu Suck
17,100,4,238,132.5,105.5,14,247,151.5,95.5,The  Lincoln Project,Haders Gonna Hate
17,101,11,339,206.5,132.5,1,328,204,124,The West Bank Occupiers,Yosemite Yeshivas
17,102,6,263.5,188.5,75,8,301.5,228.5,73,The Novaks,Mt. Everest Taquito Farmers
18,103,13,273,191,82,5,319,186.5,132.5,Whats that Odor?,Mother of All Bohms
18,104,2,262.5,214.5,48,12,311,159,152,Ryan Germany Marquez,Blasphemous Hot Takes
18,105,9,314.5,234.5,80,4,219,166,53,Yu Suck,The  Lincoln Project
18,106,14,380.5,215.5,165,11,323.5,208,115.5,Haders Gonna Hate,The West Bank Occupiers
18,107,1,333.5,195.5,138,6,350.5,223.5,127,Yosemite Yeshivas,The Novaks
18,108,8,225.5,153.5,72,7,219,153,66,Mt. Everest Taquito Farmers,Place Your Betts
19,109,12,362.5,241,121.5,13,285,156.5,128.5,Blasphemous Hot Takes,Whats that Odor?
19,110,4,201.5,128,73.5,2,395,209.5,185.5,The  Lincoln Project,Ryan Germany Marquez
19,111,11,395,234,161,9,364,196,168,The West Bank Occupiers,Yu Suck
19,112,6,293.5,144.5,149,14,379.5,233.5,146,The Novaks,Haders Gonna Hate
19,113,7,225.5,114,111.5,1,266,152,114,Place Your Betts,Yosemite Yeshivas
19,114,5,277.5,202.5,75,8,174.5,127.5,47,Mother of All Bohms,Mt. Everest Taquito Farmers
20,115,13,264.5,186,78.5,4,144,68.5,75.5,Whats that Odor?,The  Lincoln Project
20,116,2,340.5,221.5,119,11,342,195.5,146.5,Ryan Germany Marquez,The West Bank Occupiers
20,117,9,464.5,264.5,200,6,305.5,151,154.5,Yu Suck,The Novaks
20,118,14,372,206.5,165.5,7,283,168,115,Haders Gonna Hate,Place Your Betts
20,119,1,335.5,196.5,139,5,251,161,90,Yosemite Yeshivas,Mother of All Bohms
20,120,8,233.5,120,113.5,12,318.5,200.5,118,Mt. Everest Taquito Farmers,Blasphemous Hot Takes
21,121,11,585.5,360.5,225,9,646,455.5,190.5,The West Bank Occupiers,Yu Suck
21,122,12,679.5,442,237.5,14,788.5,511.5,277,Blasphemous Hot Takes,Haders Gonna Hate
21,123,6,746.5,439,307.5,1,815,542.5,272.5,The Novaks,Yosemite Yeshivas
21,124,2,633,361.5,271.5,5,521,374,147,Ryan Germany Marquez,Mother of All Bohms
21,125,13,543.5,297.5,246,7,472,286,186,Whats that Odor?,Place Your Betts
21,126,8,458.5,367.5,91,4,359,221,138,Mt. Everest Taquito Farmers,The  Lincoln Project
22,127,14,761.5,485.5,276,9,743.5,474.5,269,Haders Gonna Hate,Yu Suck
22,128,11,541.5,332,209.5,12,723,449.5,273.5,The West Bank Occupiers,Blasphemous Hot Takes
22,129,1,742.5,394,348.5,2,585.5,336,249.5,Yosemite Yeshivas,Ryan Germany Marquez
22,130,6,536.5,380.5,156,13,377,267.5,109.5,The Novaks,Whats that Odor?
22,131,5,474,321.5,152.5,8,549.5,307,242.5,Mother of All Bohms,Mt. Everest Taquito Farmers
22,132,7,452,310.5,141.5,4,378.5,226.5,152,Place Your Betts,The  Lincoln Project
