team_home,team_away,day_of_matchup,days_left,score_diff,starts_left_home,starts_left_away,start_advantage,win_prob,win_prob_lr
Crown Heights Crusaders,Blasphemous Hot Takes,0,7,0,8,8,0,0.3374750238597126,0.4746598257190957
Crown Heights Crusaders,Blasphemous Hot Takes,1,6,29,7,8,-1,0.4553871425986403,0.6411072512468046
Crown Heights Crusaders,Blasphemous Hot Takes,2,5,24.5,6,6,0,0.48326319329639805,0.7142264587921486
Crown Heights Crusaders,Blasphemous Hot Takes,3,4,48.5,5,4,1,0.8104327710504595,0.8834571067839149
Crown Heights Crusaders,Blasphemous Hot Takes,4,3,26,5,4,1,0.6904172286906125,0.756518549244296
Crown Heights Crusaders,Blasphemous Hot Takes,5,2,46.5,2,2,0,0.8815358883111447,0.8617173077408902
Crown Heights Crusaders,Blasphemous Hot Takes,6,1,31,0,2,-2,0.7265844873333802,0.6643344934521669
Crown Heights Crusaders,Blasphemous Hot Takes,7,0,-25,0,0,0,0,0.24238281502265438
The Novaks,It's Gonna Be Gley,0,7,0,8,8,0,0.3547683956741081,0.4746598257190957
The Novaks,It's Gonna Be Gley,1,6,6.5,8,8,0,0.4407414922026877,0.542022528945823
The Novaks,It's Gonna Be Gley,2,5,-29,7,5,2,0.22771829206092564,0.3081365314500322
The Novaks,It's Gonna Be Gley,3,4,-30,6,4,2,0.2937119484567078,0.30072356192253813
The Novaks,It's Gonna Be Gley,4,3,-19.5,5,3,2,0.3360410603811399,0.38313568539392334
The Novaks,It's Gonna Be Gley,5,2,48.5,1,3,-2,0.821784380239816,0.7953238987842179
The Novaks,It's Gonna Be Gley,6,1,42.5,0,2,-2,0.8187758456933667,0.7551021984068568
The Novaks,It's Gonna Be Gley,7,0,21,0,0,0,1,0.6836616325525234
The West Bank Occupiers,Hader Better Faster Stronger,0,7,0,8,8,0,0.34657970631566326,0.4746598257190957
The West Bank Occupiers,Hader Better Faster Stronger,1,6,30.5,7,6,1,0.5238096655662154,0.7878586175030218
The West Bank Occupiers,Hader Better Faster Stronger,2,5,-10,7,5,2,0.3631449936263442,0.46414313034357463
The West Bank Occupiers,Hader Better Faster Stronger,3,4,27,4,2,2,0.7252468569012807,0.7598139845157892
The West Bank Occupiers,Hader Better Faster Stronger,4,3,38.5,4,1,3,0.8487922177375462,0.8400244489044574
The West Bank Occupiers,Hader Better Faster Stronger,5,2,20.5,2,1,1,0.7484477948528354,0.7141584068065
The West Bank Occupiers,Hader Better Faster Stronger,6,1,23.5,1,1,0,0.7665600370134975,0.7056753562407211
The West Bank Occupiers,Hader Better Faster Stronger,7,0,49,0,0,0,1,0.8736306155293989
Cron's Disease,Framber Valdez Oil Spill,0,7,0,8,8,0,0.5511435229889615,0.4746598257190957
Cron's Disease,Framber Valdez Oil Spill,1,6,11.5,6,8,-2,0.49094934296018333,0.48273628442595856
Cron's Disease,Framber Valdez Oil Spill,2,5,97.5,4,8,-4,0.9128987566494884,0.917556597687964
Cron's Disease,Framber Valdez Oil Spill,3,4,39,4,3,1,0.7728139580263543,0.8387564730685915
Cron's Disease,Framber Valdez Oil Spill,4,3,68.5,2,3,-1,0.9223751658302293,0.8504064534955994
Cron's Disease,Framber Valdez Oil Spill,5,2,40.5,2,3,-1,0.7447961667999883,0.7144715649312495
Cron's Disease,Framber Valdez Oil Spill,6,1,26,1,1,0,0.7808309924081608,0.7267694054367003
Cron's Disease,Framber Valdez Oil Spill,7,0,18.5,0,0,0,1,0.6607928583822836
The Traveling Secretaries,All That is Wright,0,7,0,8,8,0,0.2168786764852134,0.4746598257190957
The Traveling Secretaries,All That is Wright,1,6,8.5,6,7,-1,0.3593073291276062,0.49484603082717216
The Traveling Secretaries,All That is Wright,2,5,-9.5,5,6,-1,0.2884606129880002,0.36629620494121573
The Traveling Secretaries,All That is Wright,3,4,-19,5,4,1,0.3542794987716742,0.34296523716668514
The Traveling Secretaries,All That is Wright,4,3,-20,4,2,2,0.31890482069180826,0.3790071715347219
The Traveling Secretaries,All That is Wright,5,2,32,2,1,1,0.8062907773112243,0.7976265104633935
The Traveling Secretaries,All That is Wright,6,1,85,0,1,-1,0.9277635731000575,0.9021508722902637
The Traveling Secretaries,All That is Wright,7,0,52,0,0,0,1,0.8867568839252054
Mt. Everest Taquito Farmers,Ketel Bells,0,7,0,8,8,0,0.7242260488821597,0.4746598257190957
Mt. Everest Taquito Farmers,Ketel Bells,1,6,-30,8,7,1,0.4292099186191327,0.25234463070660135
Mt. Everest Taquito Farmers,Ketel Bells,2,5,-15.5,7,6,1,0.5278345116147105,0.37487282059671456
Mt. Everest Taquito Farmers,Ketel Bells,3,4,-30,7,5,2,0.290503421785775,0.30072356192253813
Mt. Everest Taquito Farmers,Ketel Bells,4,3,-24,4,5,-1,0.27068000689844945,0.27426538641105574
Mt. Everest Taquito Farmers,Ketel Bells,5,2,28,1,4,-3,0.6166820636378897,0.5918487391649994
Mt. Everest Taquito Farmers,Ketel Bells,6,1,39.5,1,1,0,0.8627944301647639,0.8233087977785813
Mt. Everest Taquito Farmers,Ketel Bells,7,0,91,0,0,0,1,0.9753409949603716
