team_home,team_away,day_of_matchup,days_left,score_diff,starts_left_home,starts_left_away,start_advantage,win_prob,win_prob_lr
Cron's Disease,Blasphemous Hot Takes,0,7,0,8,8,0,0.31715226523520657,0.4746598257190957
Cron's Disease,Blasphemous Hot Takes,1,6,-14,7,7,0,0.2865221673025321,0.33562629505047625
Cron's Disease,Blasphemous Hot Takes,2,5,-6,5,6,-1,0.3186109269030707,0.3904156306680457
Cron's Disease,Blasphemous Hot Takes,3,4,-55,5,5,0,0.1456465819855801,0.08428397289438427
Cron's Disease,Blasphemous Hot Takes,4,3,-73,5,4,1,0.10336212266821287,0.05783094072397984
Cron's Disease,Blasphemous Hot Takes,5,2,-36,3,4,-1,0.2076216007836424,0.21002578113621187
Cron's Disease,Blasphemous Hot Takes,6,1,-80.5,1,3,-2,0.024743134220902976,0.026190621041413648
Cron's Disease,Blasphemous Hot Takes,7,0,-88,0,0,0,0,0.022844068256918947
The Traveling Secretaries,The West Bank Occupiers,0,7,0,8,8,0,0.6283087796788418,0.4746598257190957
The Traveling Secretaries,The West Bank Occupiers,1,6,-3.5,8,8,0,0.5782149384248528,0.4386119420565361
The Traveling Secretaries,The West Bank Occupiers,2,5,-27.5,7,6,1,0.41513466290110906,0.2714957989669377
The Traveling Secretaries,The West Bank Occupiers,3,4,-115.5,7,5,2,0.07405721118525098,0.021100614949170718
The Traveling Secretaries,The West Bank Occupiers,4,3,-107.5,6,3,3,0.06462565593121161,0.022199223881349126
The Traveling Secretaries,The West Bank Occupiers,5,2,-105.5,6,2,4,0.07377529388154606,0.11826245390360585
The Traveling Secretaries,The West Bank Occupiers,6,1,-104.5,3,1,2,0.028176024497222566,0.030708456629798875
The Traveling Secretaries,The West Bank Occupiers,7,0,-100,2,0,2,0,0.03576081192347474
Mt. Everest Taquito Farmers,The Novaks,0,7,0,8,8,0,0.5342448962568063,0.4746598257190957
Mt. Everest Taquito Farmers,The Novaks,1,6,14.5,7,8,-1,0.51328337650277,0.5387283449455278
Mt. Everest Taquito Farmers,The Novaks,2,5,23,7,7,0,0.6006813583752884,0.7013443304978756
Mt. Everest Taquito Farmers,The Novaks,3,4,6,6,5,1,0.5467784534547828,0.5844064314720918
Mt. Everest Taquito Farmers,The Novaks,4,3,32,5,4,1,0.6919998063810051,0.7976265104633935
Mt. Everest Taquito Farmers,The Novaks,5,2,39.5,2,3,-1,0.737681853002946,0.708455533866622
Mt. Everest Taquito Farmers,The Novaks,6,1,54,0,1,-1,0.8430216578396265,0.7879886081195151
Mt. Everest Taquito Farmers,The Novaks,7,0,53.5,0,0,0,1,0.8928631770090267
Ketel Bells,Crown Heights Crusaders,0,7,0,8,8,0,0.415933494960252,0.4746598257190957
Ketel Bells,Crown Heights Crusaders,1,6,1.5,8,8,0,0.3878855947545554,0.4902125310691276
Ketel Bells,Crown Heights Crusaders,2,5,-21,7,7,0,0.2590202021969391,0.27417429209147837
Ketel Bells,Crown Heights Crusaders,3,4,-23.5,5,3,2,0.30196590869821677,0.3506243346073884
Ketel Bells,Crown Heights Crusaders,4,3,-32,5,2,3,0.2577748141035086,0.274839448761653
Ketel Bells,Crown Heights Crusaders,5,2,-70,3,2,1,0.05873407417020603,0.06466158141739042
Ketel Bells,Crown Heights Crusaders,6,1,-68,0,2,-2,0.035700364717006786,0.04172951996201915
Ketel Bells,Crown Heights Crusaders,7,0,-79.5,0,1,-1,0,0.06916309842725817
All That is Wright,It's Gonna Be Gley,0,7,0,8,8,0,0.6105309698286078,0.4746598257190957
All That is Wright,It's Gonna Be Gley,1,6,12,7,8,-1,0.6244292146108247,0.5204778530807499
All That is Wright,It's Gonna Be Gley,2,5,-14.5,6,7,-1,0.5051194776378044,0.33299425373233005
All That is Wright,It's Gonna Be Gley,3,4,20.5,3,7,-4,0.4720258261689102,0.4324581466324871
All That is Wright,It's Gonna Be Gley,4,3,2,3,6,-3,0.4031502458115729,0.37714295846654683
All That is Wright,It's Gonna Be Gley,5,2,0,2,4,-2,0.39369247792339623,0.37462550043134996
All That is Wright,It's Gonna Be Gley,6,1,27.5,1,2,-1,0.6862529525021706,0.630931012200478
All That is Wright,It's Gonna Be Gley,7,0,7,0,0,0,1,0.547172244298756
Framber Valdez Oil Spill,Hader Better Faster Stronger,0,7,0,8,8,0,0.5634457059943114,0.4746598257190957
Framber Valdez Oil Spill,Hader Better Faster Stronger,1,6,14,7,7,0,0.541363001527389,0.6177363632363507
Framber Valdez Oil Spill,Hader Better Faster Stronger,2,5,33.5,4,4,0,0.7110251631126431,0.7841060239213968
Framber Valdez Oil Spill,Hader Better Faster Stronger,3,4,3.5,4,4,0,0.5216559985247153,0.5109737632752968
Framber Valdez Oil Spill,Hader Better Faster Stronger,4,3,17.5,2,4,-2,0.5167227999517202,0.5404678577572648
Framber Valdez Oil Spill,Hader Better Faster Stronger,5,2,0,2,3,-1,0.438039328836254,0.4329747158538817
Framber Valdez Oil Spill,Hader Better Faster Stronger,6,1,-11.5,2,1,1,0.39760067498461454,0.41270145693489646
Framber Valdez Oil Spill,Hader Better Faster Stronger,7,0,-1,0,0,0,0,0.46431674049735155
