team_home,team_away,day_of_matchup,days_left,score_diff,starts_left_home,starts_left_away,start_advantage,win_prob,win_prob_lr
The Novaks,Blasphemous Hot Takes,0,7,0,8,8,0,0.37530614033600224,0.4746598257190957
The Novaks,Blasphemous Hot Takes,1,6,-16,8,7,1,0.3080774382918979,0.3702397955095843
The Novaks,Blasphemous Hot Takes,2,5,2.5,6,6,0,0.3871988045754279,0.50059340294631
The Novaks,Blasphemous Hot Takes,3,4,-22,5,4,1,0.2940687980355886,0.31668952712569204
The Novaks,Blasphemous Hot Takes,4,3,-18.5,4,4,0,0.2979132904067353,0.2953115931829767
The Novaks,Blasphemous Hot Takes,5,2,13.5,3,3,0,0.5895540220307578,0.6128212935247334
The Novaks,Blasphemous Hot Takes,6,1,-4.5,2,1,1,0.46407923752494307,0.481176468335984
The Novaks,Blasphemous Hot Takes,7,0,15.5,0,0,0,1,0.6323342714778312
The West Bank Occupiers,Crown Heights Crusaders,0,7,0,8,8,0,0.34653930865904625,0.4746598257190957
The West Bank Occupiers,Crown Heights Crusaders,1,6,28,7,8,-1,0.4525939649493306,0.6343365673316875
The West Bank Occupiers,Crown Heights Crusaders,2,5,38.5,6,5,1,0.6453215809731222,0.8360579146485548
The West Bank Occupiers,Crown Heights Crusaders,3,4,54.5,5,5,0,0.8070989260142687,0.8967714066052808
The West Bank Occupiers,Crown Heights Crusaders,4,3,79,3,3,0,0.9596647778384013,0.9600479449985373
The West Bank Occupiers,Crown Heights Crusaders,5,2,60,3,2,1,0.9353019233872935,0.9228305410879828
The West Bank Occupiers,Crown Heights Crusaders,6,1,13.5,0,1,-1,0.5744685368356208,0.5314378442777775
The West Bank Occupiers,Crown Heights Crusaders,7,0,-1.5,0,0,0,0,0.4591561273286078
Cron's Disease,It's Gonna Be Gley,0,7,0,8,8,0,0.45488315833643705,0.4746598257190957
Cron's Disease,It's Gonna Be Gley,1,6,-12,8,7,1,0.42799584659315093,0.40790597604913387
Cron's Disease,It's Gonna Be Gley,2,5,-9,6,7,-1,0.4203204343006751,0.3697042186108928
Cron's Disease,It's Gonna Be Gley,3,4,-31.5,6,5,1,0.2659963187657139,0.24129254260518973
Cron's Disease,It's Gonna Be Gley,4,3,7.5,4,4,0,0.5316028209558524,0.5523118816335387
Cron's Disease,It's Gonna Be Gley,5,2,-15,1,1,0,0.2896627372378758,0.32643031404899886
Cron's Disease,It's Gonna Be Gley,6,1,-41.5,1,0,1,0.13535133907426186,0.17624401042382498
Cron's Disease,It's Gonna Be Gley,7,0,-43,0,0,0,0,0.13156717343677485
The Traveling Secretaries,Hader Better Faster Stronger,0,7,0,8,8,0,0.46961295345532356,0.4746598257190957
The Traveling Secretaries,Hader Better Faster Stronger,1,6,17.5,7,8,-1,0.5069569279370937,0.5604884791910749
The Traveling Secretaries,Hader Better Faster Stronger,2,5,21.5,6,6,0,0.5664933669367933,0.6881350621429068
The Traveling Secretaries,Hader Better Faster Stronger,3,4,32,4,5,-1,0.6381147267651885,0.6610761580540467
The Traveling Secretaries,Hader Better Faster Stronger,4,3,29.5,2,4,-2,0.6292211490261009,0.6513193193672436
The Traveling Secretaries,Hader Better Faster Stronger,5,2,-33,2,3,-1,0.20344310721219214,0.22498484052918788
The Traveling Secretaries,Hader Better Faster Stronger,6,1,-46.5,2,1,1,0.11728352985148507,0.14928699327589975
The Traveling Secretaries,Hader Better Faster Stronger,7,0,-66,1,0,1,0,0.07493924474949687
Mt. Everest Taquito Farmers,Framber Valdez Oil Spill,0,7,0,8,8,0,0.5168426308392575,0.4746598257190957
Mt. Everest Taquito Farmers,Framber Valdez Oil Spill,1,6,-32.5,7,7,0,0.2369702424298119,0.1898287115345073
Mt. Everest Taquito Farmers,Framber Valdez Oil Spill,2,5,-27,7,5,2,0.31521422652363074,0.32326056644047424
Mt. Everest Taquito Farmers,Framber Valdez Oil Spill,3,4,29.5,5,4,1,0.6915428600900686,0.7811577278536128
Mt. Everest Taquito Farmers,Framber Valdez Oil Spill,4,3,42.5,4,4,0,0.7743641558316563,0.8407090477953101
Mt. Everest Taquito Farmers,Framber Valdez Oil Spill,5,2,23.5,2,2,0,0.7033441649641659,0.7056753562407211
Mt. Everest Taquito Farmers,Framber Valdez Oil Spill,6,1,48.5,2,1,1,0.9096112182054936,0.8834571067839149
Mt. Everest Taquito Farmers,Framber Valdez Oil Spill,7,0,77,0,0,0,1,0.9567376359702596
Ketel Bells,All That is Wright,0,7,0,8,8,0,0.3750050560387186,0.4746598257190957
Ketel Bells,All That is Wright,1,6,23,6,7,-1,0.45204546015700575,0.5997280852132637
Ketel Bells,All That is Wright,2,5,75.5,5,6,-1,0.83307171679567,0.8746748017852568
Ketel Bells,All That is Wright,3,4,101,3,5,-2,0.9604267837835712,0.967114051855382
Ketel Bells,All That is Wright,4,3,157,1,4,-3,0.9827090096982967,0.991027290325168
Ketel Bells,All That is Wright,5,2,130.5,1,3,-2,0.9861954385583915,0.9892126829685438
Ketel Bells,All That is Wright,6,1,124,0,1,-1,0.9710494472286136,0.9665706747356683
Ketel Bells,All That is Wright,7,0,131,0,0,0,1,0.9952212430543319
