team_home,team_away,day_of_matchup,days_left,score_diff,starts_left_home,starts_left_away,start_advantage,win_prob,win_prob_lr
Hader Better Faster Stronger,Blasphemous Hot Takes,0,7,0,8,8,0,0.2615138324234753,0.4746598257190957
Hader Better Faster Stronger,Blasphemous Hot Takes,1,6,-3,7,7,0,0.3749206435334841,0.44373109474692657
Hader Better Faster Stronger,Blasphemous Hot Takes,2,5,45.5,5,6,-1,0.6358381677694926,0.7434037890782891
Hader Better Faster Stronger,Blasphemous Hot Takes,3,4,48.5,3,5,-2,0.7419326571914815,0.7953238987842179
Hader Better Faster Stronger,Blasphemous Hot Takes,4,3,62,2,4,-2,0.8889434926478079,0.8673542065957618
Hader Better Faster Stronger,Blasphemous Hot Takes,5,2,38,1,3,-2,0.7352400668018473,0.7216238301715764
Hader Better Faster Stronger,Blasphemous Hot Takes,6,1,-9,1,1,0,0.3606351297037115,0.38338526266966144
Hader Better Faster Stronger,Blasphemous Hot Takes,7,0,14,0,0,0,1,0.6177363632363507
It's Gonna Be Gley,Framber Valdez Oil Spill,0,7,0,8,8,0,0.7361644103851853,0.4746598257190957
It's Gonna Be Gley,Framber Valdez Oil Spill,1,6,-30,7,6,1,0.42469166004750797,0.25234463070660135
It's Gonna Be Gley,Framber Valdez Oil Spill,2,5,-34,7,5,2,0.3858064841346081,0.27212044389444656
It's Gonna Be Gley,Framber Valdez Oil Spill,3,4,-53.5,4,4,0,0.15940981448269054,0.08921791208441104
It's Gonna Be Gley,Framber Valdez Oil Spill,4,3,-49.5,3,4,-1,0.16374977889590053,0.1518180944682549
It's Gonna Be Gley,Framber Valdez Oil Spill,5,2,-28,0,3,-3,0.11990918159635555,0.18103463428946734
It's Gonna Be Gley,Framber Valdez Oil Spill,6,1,-33.5,0,2,-2,0.11065994523000454,0.14137736807313925
It's Gonna Be Gley,Framber Valdez Oil Spill,7,0,-110,0,0,0,0,0.009289095934188443
Crown Heights Crusaders,All That is Wright,0,7,0,8,8,0,0.44186493400676613,0.4746598257190957
Crown Heights Crusaders,All That is Wright,1,6,-12.5,8,7,1,0.4010151615213716,0.4031279690552734
Crown Heights Crusaders,All That is Wright,2,5,-8.5,6,6,0,0.42036188609450725,0.38830568865843706
Crown Heights Crusaders,All That is Wright,3,4,-1.5,5,6,-1,0.46951031421094136,0.42221557926857706
Crown Heights Crusaders,All That is Wright,4,3,1,4,5,-1,0.4381491084041386,0.44018340687022967
Crown Heights Crusaders,All That is Wright,5,2,-34,3,4,-1,0.21396165847565568,0.2199159257860598
Crown Heights Crusaders,All That is Wright,6,1,-43,2,2,0,0.10954184506613117,0.13156717343677485
Crown Heights Crusaders,All That is Wright,7,0,-39,0,0,0,0,0.15173484257981812
The Novaks,Ketel Bells,0,7,0,8,8,0,0.6965293752404665,0.4746598257190957
The Novaks,Ketel Bells,1,6,23.5,8,8,0,0.7072653376808216,0.7056753562407211
The Novaks,Ketel Bells,2,5,50,4,7,-3,0.8212410109979018,0.752234326993006
The Novaks,Ketel Bells,3,4,19,4,5,-1,0.5320599603065674,0.5712872380586663
The Novaks,Ketel Bells,4,3,28.5,4,5,-1,0.6262237613649151,0.6377287414492326
The Novaks,Ketel Bells,5,2,3,4,4,0,0.5047445362989714,0.505784206453338
The Novaks,Ketel Bells,6,1,59,1,2,-1,0.8620696330133253,0.8114374796050065
The Novaks,Ketel Bells,7,0,62.5,0,0,0,1,0.9237259757665441
The West Bank Occupiers,Mt. Everest Taquito Farmers,0,7,0,8,8,0,0.2531143613117831,0.4746598257190957
The West Bank Occupiers,Mt. Everest Taquito Farmers,1,6,-4.5,8,7,1,0.34901973958722876,0.481176468335984
The West Bank Occupiers,Mt. Everest Taquito Farmers,2,5,-53,6,3,3,0.13145140151770524,0.14764429457535685
The West Bank Occupiers,Mt. Everest Taquito Farmers,3,4,-60,6,3,3,0.16033249699037044,0.11772054457787216
The West Bank Occupiers,Mt. Everest Taquito Farmers,4,3,-61.5,6,3,3,0.13744612988840021,0.11203477184009301
The West Bank Occupiers,Mt. Everest Taquito Farmers,5,2,-30.5,5,3,2,0.2939563755664945,0.2970554457187831
The West Bank Occupiers,Mt. Everest Taquito Farmers,6,1,-43,4,3,1,0.15818100887669573,0.16777700190421732
The West Bank Occupiers,Mt. Everest Taquito Farmers,7,0,-49,0,0,0,0,0.10561427176110304
Cron's Disease,The Traveling Secretaries,0,7,0,8,8,0,0.5592024023994993,0.4746598257190957
Cron's Disease,The Traveling Secretaries,1,6,7,7,7,0,0.5509293423590451,0.547172244298756
Cron's Disease,The Traveling Secretaries,2,5,22,7,7,0,0.5946026572322223,0.6925736782332179
Cron's Disease,The Traveling Secretaries,3,4,-53,5,4,1,0.18038131970908539,0.1194274340839788
Cron's Disease,The Traveling Secretaries,4,3,-17,4,4,0,0.3073988711679476,0.30843800211328976
Cron's Disease,The Traveling Secretaries,5,2,26,2,2,0,0.7182556390241429,0.7267694054367003
Cron's Disease,The Traveling Secretaries,6,1,40.5,1,0,1,0.8792270023117339,0.8466370035300023
Cron's Disease,The Traveling Secretaries,7,0,13,0,0,0,1,0.6078831420036284
