matchup_id,game_id,home_team_id,home_total_points,home_batting_points,home_pitching_points,away_team_id,away_total_points,away_batting_points,away_pitching_points,home_team,away_team
5,28,12,402.5,193.5,209,14,329.5,209.5,120,Blasphemous Hot Takes,Elly De La Snooze
5,29,1,364.5,210,154.5,11,356,237.5,118.5,The Talmudic Tunnelers,The West Bank Occupiers
5,30,2,339.5,176,163.5,8,288,144,144,Skubal Divers,Mt. Everest Taquito Farmers
6,31,4,330,101,229,7,296,153,143,All That is Wright,FVOS Re-imagined
6,32,13,376,180,196,9,373.5,164.5,209,Ketel Bells,Shrimp Fried Bryce
6,33,14,260.5,140.5,120,5,326,199.5,126.5,Elly De La Snooze,The Traveling Secretaries
6,34,11,308.5,208,100.5,6,272,160.5,111.5,The West Bank Occupiers,The Novaks
6,35,8,213.5,137.5,76,12,341,170.5,170.5,Mt. Everest Taquito Farmers,Blasphemous Hot Takes
6,36,2,369.5,205,164.5,1,239.5,143,96.5,Skubal Divers,The Talmudic Tunnelers
7,37,13,327.5,236.5,91,4,337,151,186,Ketel Bells,All That is Wright
7,38,7,218.5,128,90.5,14,293,183.5,109.5,FVOS Re-imagined,Elly De La Snooze
7,39,9,351,182.5,168.5,11,272,152,120,Shrimp Fried Bryce,The West Bank Occupiers
7,40,5,349.5,178,171.5,8,334,209.5,124.5,The Traveling Secretaries,Mt. Everest Taquito Farmers
7,41,6,268.5,161,107.5,2,426,257.5,168.5,The Novaks,Skubal Divers
7,42,12,303.5,163,140.5,1,296.5,180.5,116,Blasphemous Hot Takes,The Talmudic Tunnelers
8,43,4,340,166.5,173.5,14,325,203.5,121.5,All That is Wright,Elly De La Snooze
8,44,11,356,232.5,123.5,13,322,204,118,The West Bank Occupiers,Ketel Bells
8,45,8,291,138,153,7,258.5,128,130.5,Mt. Everest Taquito Farmers,FVOS Re-imagined
8,46,2,222.5,103.5,119,9,309.5,170,139.5,Skubal Divers,Shrimp Fried Bryce
8,47,1,286,157,129,5,331,187.5,143.5,The Talmudic Tunnelers,The Traveling Secretaries
8,48,12,429,185.5,243.5,6,362.5,228,134.5,Blasphemous Hot Takes,The Novaks
9,49,11,392,199.5,192.5,4,315,198,117,The West Bank Occupiers,All That is Wright
9,50,14,301.5,186,115.5,8,377,209,168,Elly De La Snooze,Mt. Everest Taquito Farmers
9,51,13,355.5,241.5,114,2,310,189,121,Ketel Bells,Skubal Divers
9,52,7,316.5,160.5,156,1,282.5,168,114.5,FVOS Re-imagined,The Talmudic Tunnelers
9,53,9,345,169.5,175.5,12,407,177.5,229.5,Shrimp Fried Bryce,Blasphemous Hot Takes
9,54,5,373,177.5,195.5,6,330.5,219,111.5,The Traveling Secretaries,The Novaks
10,55,4,342.5,224,118.5,8,286.5,154.5,132,All That is Wright,Mt. Everest Taquito Farmers
10,56,2,338,159,179,11,238,170,68,Skubal Divers,The West Bank Occupiers
10,57,1,256.5,166.5,90,14,289.5,168,121.5,The Talmudic Tunnelers,Elly De La Snooze
10,58,12,266.5,122.5,144,13,342,246,96,Blasphemous Hot Takes,Ketel Bells
10,59,6,379,240.5,138.5,7,357.5,184,173.5,The Novaks,FVOS Re-imagined
10,60,5,298.5,154,144.5,9,322.5,174.5,148,The Traveling Secretaries,Shrimp Fried Bryce
11,61,2,322,190.5,131.5,4,389.5,244.5,145,Skubal Divers,All That is Wright
11,62,8,383.5,205,178.5,1,254,156,98,Mt. Everest Taquito Farmers,The Talmudic Tunnelers
11,63,11,297,190,107,12,368.5,166,202.5,The West Bank Occupiers,Blasphemous Hot Takes
11,64,14,267.5,149.5,118,6,312.5,173.5,139,Elly De La Snooze,The Novaks
11,65,13,388,305,83,5,347.5,178.5,169,Ketel Bells,The Traveling Secretaries
11,66,7,329,160,169,9,215,130,85,FVOS Re-imagined,Shrimp Fried Bryce
12,67,4,418,222,196,1,342,200,142,All That is Wright,The Talmudic Tunnelers
12,68,12,274.5,147,127.5,2,298,146.5,151.5,Blasphemous Hot Takes,Skubal Divers
12,69,6,343.5,207,136.5,8,346,156,190,The Novaks,Mt. Everest Taquito Farmers
12,70,5,334.5,157.5,177,11,294,202,92,The Traveling Secretaries,The West Bank Occupiers
12,71,9,281,161,120,14,319,185,134,Shrimp Fried Bryce,Elly De La Snooze
12,72,7,349.5,218,131.5,13,334,256,78,FVOS Re-imagined,Ketel Bells
13,73,12,326,157,169,4,333.5,209,124.5,Blasphemous Hot Takes,All That is Wright
13,74,1,292.5,173,119.5,6,395,200,195,The Talmudic Tunnelers,The Novaks
13,75,2,259,170.5,88.5,5,346,169,177,Skubal Divers,The Traveling Secretaries
13,76,8,405,224,181,9,315,163.5,151.5,Mt. Everest Taquito Farmers,Shrimp Fried Bryce
13,77,11,350,260,90,7,408,224.5,183.5,The West Bank Occupiers,FVOS Re-imagined
13,78,14,271,185.5,85.5,13,321,244.5,76.5,Elly De La Snooze,Ketel Bells
14,79,4,282.5,178.5,104,6,330,138.5,191.5,All That is Wright,The Novaks
14,80,5,435,248,187,12,273,146,127,The Traveling Secretaries,Blasphemous Hot Takes
14,81,9,291,170,121,1,369.5,207.5,162,Shrimp Fried Bryce,The Talmudic Tunnelers
14,82,7,328.5,218,110.5,2,301,190.5,110.5,FVOS Re-imagined,Skubal Divers
14,83,13,429.5,300.5,129,8,285,146,139,Ketel Bells,Mt. Everest Taquito Farmers
14,84,14,278.5,163,115.5,11,356,258.5,97.5,Elly De La Snooze,The West Bank Occupiers
15,85,5,319,197.5,121.5,4,407.5,226,181.5,The Traveling Secretaries,All That is Wright
15,86,6,360.5,243,117.5,9,333,180,153,The Novaks,Shrimp Fried Bryce
15,87,12,356.5,196.5,160,7,377.5,269,108.5,Blasphemous Hot Takes,FVOS Re-imagined
15,88,1,277.5,162,115.5,13,391.5,271.5,120,The Talmudic Tunnelers,Ketel Bells
15,89,2,272.5,172.5,100,14,297.5,187,110.5,Skubal Divers,Elly De La Snooze
15,90,8,376,215.5,160.5,11,338.5,181.5,157,Mt. Everest Taquito Farmers,The West Bank Occupiers
16,91,4,568,283,285,9,473,278.5,194.5,All That is Wright,Shrimp Fried Bryce
16,92,7,494,298,196,5,441.5,279,162.5,FVOS Re-imagined,The Traveling Secretaries
16,93,13,495.5,328.5,167,6,497.5,290,207.5,Ketel Bells,The Novaks
16,94,14,534,328,206,12,404.5,176.5,228,Elly De La Snooze,Blasphemous Hot Takes
16,95,11,409,224,185,1,414.5,250.5,164,The West Bank Occupiers,The Talmudic Tunnelers
16,96,8,486,307.5,178.5,2,449,285.5,163.5,Mt. Everest Taquito Farmers,Skubal Divers
17,97,7,336,197,139,4,330,211.5,118.5,FVOS Re-imagined,All That is Wright
17,98,9,291.5,179.5,112,13,366,229.5,136.5,Shrimp Fried Bryce,Ketel Bells
17,99,5,372,223.5,148.5,14,325.5,171.5,154,The Traveling Secretaries,Elly De La Snooze
17,100,6,400.5,235,165.5,11,316.5,205,111.5,The Novaks,The West Bank Occupiers
17,101,12,431.5,205.5,226,8,359.5,192.5,167,Blasphemous Hot Takes,Mt. Everest Taquito Farmers
17,102,1,361.5,197,164.5,2,325.5,209,116.5,The Talmudic Tunnelers,Skubal Divers
18,103,4,257,150.5,106.5,13,372,296,76,All That is Wright,Ketel Bells
18,104,14,333,206.5,126.5,7,355.5,223.5,132,Elly De La Snooze,FVOS Re-imagined
18,105,11,203,152,51,9,334.5,184.5,150,The West Bank Occupiers,Shrimp Fried Bryce
18,106,8,364.5,268,96.5,5,394.5,236,158.5,Mt. Everest Taquito Farmers,The Traveling Secretaries
18,107,2,297,183.5,113.5,6,260.5,171.5,89,Skubal Divers,The Novaks
18,108,1,367,184.5,182.5,12,302.5,185.5,117,The Talmudic Tunnelers,Blasphemous Hot Takes
19,109,14,291.5,182.5,109,4,359,221.5,137.5,Elly De La Snooze,All That is Wright
19,110,13,362.5,262,100.5,11,304,195.5,108.5,Ketel Bells,The West Bank Occupiers
19,111,7,345,198.5,146.5,8,338,220.5,117.5,FVOS Re-imagined,Mt. Everest Taquito Farmers
19,112,9,334.5,182.5,152,2,331,171,160,Shrimp Fried Bryce,Skubal Divers
19,113,5,366,233,133,1,362,277.5,84.5,The Traveling Secretaries,The Talmudic Tunnelers
19,114,6,381.5,255,126.5,12,328.5,210,118.5,The Novaks,Blasphemous Hot Takes
20,115,4,302.5,180.5,122,11,309,202.5,106.5,All That is Wright,The West Bank Occupiers
20,116,8,285.5,155.5,130,14,293,110.5,182.5,Mt. Everest Taquito Farmers,Elly De La Snooze
20,117,2,344,180,164,13,379.5,202.5,177,Skubal Divers,Ketel Bells
20,118,1,335.5,227.5,108,7,388,210,178,The Talmudic Tunnelers,FVOS Re-imagined
20,119,12,378,168.5,209.5,9,347,198.5,148.5,Blasphemous Hot Takes,Shrimp Fried Bryce
20,120,6,257,180,77,5,269,190,79,The Novaks,The Traveling Secretaries
21,121,8,73.5,67,6.5,4,82,46.5,35.5,Mt. Everest Taquito Farmers,All That is Wright
21,122,11,64,60.5,3.5,2,104.5,45.5,59,The West Bank Occupiers,Skubal Divers
21,123,14,83.5,41.5,42,1,107.5,50,57.5,Elly De La Snooze,The Talmudic Tunnelers
21,124,13,88,48,40,12,88,47.5,40.5,Ketel Bells,Blasphemous Hot Takes
21,125,7,116.5,70,46.5,6,97.5,54.5,43,FVOS Re-imagined,The Novaks
21,126,9,65.5,29.5,36,5,87,29,58,Shrimp Fried Bryce,The Traveling Secretaries
