team_id,player_id,round_id,pick_id
2,36185,1,1
7,36969,1,2
1,33039,1,3
6,4307825,1,4
14,30193,1,5
12,34967,1,6
8,42403,1,7
9,31267,1,8
5,32801,1,9
4,32767,1,10
13,36018,1,11
11,39832,1,12
11,42507,2,13
13,33192,2,14
4,35124,2,15
5,39878,2,16
9,42404,2,17
8,33783,2,18
12,35983,2,19
14,32667,2,20
6,32691,2,21
1,41044,2,22
7,36581,2,23
2,35002,2,24
9,30951,3,25
7,34982,3,26
1,4872587,3,27
6,42406,3,28
14,39671,3,29
12,33709,3,30
8,39910,3,31
2,42409,3,32
5,41216,3,33
4,32146,3,34
13,33859,3,35
11,31662,3,36
11,39572,4,37
13,37498,4,38
4,34886,4,39
5,32512,4,40
9,39667,4,41
8,31097,4,42
12,41221,4,43
14,33710,4,44
6,33712,4,45
1,32129,4,46
7,31027,4,47
2,33190,4,48
9,42178,5,49
7,32685,5,50
1,33748,5,51
6,38309,5,52
14,32081,5,53
12,38980,5,54
8,36488,5,55
2,30836,5,56
5,32758,5,57
4,39825,5,58
13,41996,5,59
11,33481,5,60
11,41337,6,61
13,34943,6,62
4,41054,6,63
5,38904,6,64
9,34895,6,65
8,33912,6,66
12,39631,6,67
14,41196,6,68
6,32078,6,69
1,31261,6,70
7,41219,6,71
2,33303,6,72
9,32804,7,73
7,31606,7,74
1,33696,7,75
6,41022,7,76
14,42470,7,77
12,33722,7,78
8,35537,7,79
2,36084,7,80
5,32159,7,81
4,31283,7,82
13,4109109,7,83
11,40912,7,84
11,32968,8,85
13,35066,8,86
4,35394,8,87
5,37340,8,88
2,34848,8,89
8,42450,8,90
12,30948,8,91
14,39895,8,92
6,40635,8,93
1,35578,8,94
7,34945,8,95
9,33804,8,96
9,30782,9,97
7,32811,9,98
1,41261,9,99
6,4326703,9,100
14,4917921,9,101
12,32177,9,102
8,4345278,9,103
2,4422899,9,104
5,33148,9,105
4,4142424,9,106
13,39706,9,107
11,4722857,9,108
11,4089862,10,109
13,42433,10,110
4,33377,10,111
5,32760,10,112
2,32558,10,113
8,4781491,10,114
12,41180,10,115
14,31187,10,116
6,4424286,10,117
1,35291,10,118
7,4872598,10,119
9,4717803,10,120
9,41109,11,121
7,32082,11,122
1,33675,11,123
6,33867,11,124
14,4917694,11,125
12,36364,11,126
8,41433,11,127
2,31668,11,128
5,36409,11,129
4,33900,11,130
13,32675,11,131
11,29155,11,132
11,41169,12,133
13,32653,12,134
4,33210,12,135
5,42417,12,136
2,40429,12,137
8,41743,12,138
12,39635,12,139
14,38173,12,140
6,5134621,12,141
1,33857,12,142
7,42402,12,143
9,36040,12,144
9,42927,13,145
7,4905921,13,146
1,31127,13,147
6,39712,13,148
14,37729,13,149
12,32517,13,150
8,4629089,13,151
2,33557,13,152
5,3107919,13,153
4,32055,13,154
13,36020,13,155
11,6341,13,156
11,4414528,14,157
13,31870,14,158
4,5134630,14,159
5,40963,14,160
2,4917854,14,161
8,36071,14,162
12,31174,14,163
14,37237,14,164
6,42179,14,165
1,4719324,14,166
7,41802,14,167
9,39251,14,168
9,4414531,15,169
7,4142421,15,170
1,32655,15,171
6,4326697,15,172
14,36380,15,173
12,42437,15,174
8,35135,15,175
2,4683375,15,176
5,41292,15,177
4,35020,15,178
13,40948,15,179
11,34923,15,180
11,40574,16,181
13,41610,16,182
4,4684778,16,183
5,29607,16,184
2,40538,16,185
8,4917869,16,186
12,32525,16,187
14,4654313,16,188
6,39882,16,189
1,32150,16,190
7,38827,16,191
9,32827,16,192
9,32531,17,193
7,4905920,17,194
1,38303,17,195
6,41174,17,196
14,42547,17,197
12,41273,17,198
8,5012106,17,199
2,4208281,17,200
5,40971,17,201
4,41253,17,202
13,32532,17,203
11,4311625,17,204
11,34954,18,205
13,41171,18,206
4,42180,18,207
5,34892,18,208
2,33172,18,209
8,4720856,18,210
12,30583,18,211
14,33618,18,212
6,34168,18,213
1,39639,18,214
7,40557,18,215
9,40926,18,216
9,32815,19,217
7,41415,19,218
1,28976,19,219
6,37911,19,220
14,35009,19,221
12,40939,19,222
8,5080633,19,223
2,39961,19,224
5,41165,19,225
4,34986,19,226
13,36480,19,227
11,4683349,19,228
11,33660,20,229
13,41018,20,230
4,35591,20,231
5,39909,20,232
2,35073,20,233
8,30653,20,234
12,33095,20,235
14,4905919,20,236
6,40944,20,237
1,34861,20,238
7,31065,20,239
9,31670,20,240
9,32269,21,241
7,32367,21,242
1,33786,21,243
6,31084,21,244
14,42394,21,245
12,40423,21,246
8,39680,21,247
2,33072,21,248
5,36928,21,249
4,41277,21,250
13,33203,21,251
11,32422,21,252
11,39907,22,253
13,33247,22,254
4,30820,22,255
5,34534,22,256
2,4730225,22,257
8,4345076,22,258
12,35536,22,259
14,42714,22,260
6,36063,22,261
1,29630,22,262
7,38295,22,263
9,33263,22,264
9,4448736,23,265
7,42503,23,266
1,40934,23,267
6,4721302,23,268
14,39636,23,269
12,41065,23,270
8,42047,23,271
2,31117,23,272
5,39802,23,273
4,36201,23,274
13,40976,23,275
11,36543,23,276
11,29172,24,277
13,32511,24,278
4,4683384,24,279
5,32672,24,280
2,40521,24,281
8,36485,24,282
12,39948,24,283
14,33205,24,284
6,40021,24,285
1,36754,24,286
7,32377,24,287
9,34873,24,288
9,33926,25,289
7,33860,25,290
1,41085,25,291
6,4417795,25,292
14,41172,25,293
12,4148749,25,294
8,42464,25,295
2,4142414,25,296
5,40787,25,297
4,41208,25,298
13,34862,25,299
11,32900,25,300
