team_id,start_bucket,n_start,pct_start
1,<= 0,27,0.14516129032258066
1,1-5,16,0.08602150537634409
1,6-10,30,0.16129032258064516
1,11-15,22,0.11827956989247312
1,16-20,32,0.17204301075268819
1,21-25,33,0.1774193548387097
1,26-30,15,0.08064516129032258
1,> 30,11,0.05913978494623656
2,<= 0,21,0.10880829015544041
2,1-5,24,0.12435233160621761
2,6-10,28,0.14507772020725387
2,11-15,25,0.12953367875647667
2,16-20,28,0.14507772020725387
2,21-25,28,0.14507772020725387
2,26-30,25,0.12953367875647667
2,> 30,14,0.07253886010362694
4,<= 0,21,0.1065989847715736
4,1-5,20,0.10152284263959391
4,6-10,26,0.1319796954314721
4,11-15,24,0.1218274111675127
4,16-20,33,0.16751269035532995
4,21-25,36,0.18274111675126903
4,26-30,28,0.14213197969543148
4,> 30,9,0.04568527918781726
5,<= 0,25,0.13227513227513227
5,1-5,17,0.08994708994708994
5,6-10,31,0.164021164021164
5,11-15,25,0.13227513227513227
5,16-20,25,0.13227513227513227
5,21-25,28,0.14814814814814814
5,26-30,26,0.13756613756613756
5,> 30,12,0.06349206349206349
6,<= 0,24,0.12903225806451613
6,1-5,27,0.14516129032258066
6,6-10,31,0.16666666666666666
6,11-15,20,0.10752688172043011
6,16-20,23,0.12365591397849462
6,21-25,31,0.16666666666666666
6,26-30,22,0.11827956989247312
6,> 30,8,0.043010752688172046
7,<= 0,17,0.08673469387755102
7,1-5,21,0.10714285714285714
7,6-10,19,0.09693877551020408
7,11-15,28,0.14285714285714285
7,16-20,30,0.15306122448979592
7,21-25,40,0.20408163265306123
7,26-30,32,0.16326530612244897
7,> 30,9,0.04591836734693878
8,<= 0,25,0.13368983957219252
8,1-5,18,0.0962566844919786
8,6-10,28,0.1497326203208556
8,11-15,28,0.1497326203208556
8,16-20,30,0.16042780748663102
8,21-25,35,0.18716577540106952
8,26-30,17,0.09090909090909091
8,> 30,6,0.03208556149732621
9,<= 0,23,0.11794871794871795
9,1-5,21,0.1076923076923077
9,6-10,27,0.13846153846153847
9,11-15,31,0.15897435897435896
9,16-20,28,0.14358974358974358
9,21-25,34,0.17435897435897435
9,26-30,19,0.09743589743589744
9,> 30,12,0.06153846153846154
11,<= 0,23,0.12169312169312169
11,1-5,25,0.13227513227513227
11,6-10,42,0.2222222222222222
11,11-15,26,0.13756613756613756
11,16-20,27,0.14285714285714285
11,21-25,27,0.14285714285714285
11,26-30,14,0.07407407407407407
11,> 30,5,0.026455026455026454
12,<= 0,14,0.07179487179487179
12,1-5,16,0.08205128205128205
12,6-10,24,0.12307692307692308
12,11-15,24,0.12307692307692308
12,16-20,27,0.13846153846153847
12,21-25,38,0.19487179487179487
12,26-30,38,0.19487179487179487
12,> 30,14,0.07179487179487179
13,<= 0,32,0.16326530612244897
13,1-5,22,0.11224489795918367
13,6-10,31,0.15816326530612246
13,11-15,26,0.1326530612244898
13,16-20,19,0.09693877551020408
13,21-25,28,0.14285714285714285
13,26-30,23,0.11734693877551021
13,> 30,15,0.07653061224489796
14,<= 0,24,0.12834224598930483
14,1-5,19,0.10160427807486631
14,6-10,29,0.15508021390374332
14,11-15,35,0.18716577540106952
14,16-20,26,0.13903743315508021
14,21-25,27,0.1443850267379679
14,26-30,20,0.10695187165775401
14,> 30,7,0.0374331550802139
