lineup_id,position,player,player_id,team_id,points,ppg,matchup_id
0,C,Sean Murphy,33557,14,32,3.2,1
1,1B,Josh Bell,32517,13,44.5,4.045454545454546,1
2,2B,Ozzie Albies,33783,4,36,3.272727272727273,1
3,3B,Nolan Arenado,31261,1,53,6.625,1
4,SS,Francisco Lindor,32129,9,39,4.333333333333333,1
5,OF,Seiya Suzuki,4142424,2,48.5,5.388888888888889,1
5,OF,Juan Soto,36969,1,40.5,3.6818181818181817,1
5,OF,Marcell Ozuna,31668,6,38.5,3.5,1
5,OF,Myles Straw,39105,8,38,4.222222222222222,1
5,OF,Starling Marte,30830,4,36,4,1
6,2B/SS,Ty France,35591,5,35,3.5,1
7,1B/3B,Jose Ramirez,32801,7,51.5,5.722222222222222,1
12,UTIL,C.J. Cron,32155,14,42.5,4.722222222222222,1
14,SP,Sean Manaea,33244,2,52.5,26.25,1
14,SP,Chris Bassitt,33148,5,51,25.5,1
14,SP,Carlos Rodon,33696,11,50,25,1
14,SP,Joe Musgrove,34848,7,49,24.5,1
14,SP,Justin Verlander,6341,13,49,24.5,1
14,SP,Logan Webb,41216,9,48.5,24.25,1
15,RP,Jordan Romano,36380,2,38.5,6.416666666666667,1
15,RP,Josh Hader,32760,5,28,7,1
15,RP,Taylor Rogers,33671,14,28,7,1
0,C,Salvador Perez,31127,2,26,4.333333333333333,2
1,1B,Ty France,35591,5,42.5,7.083333333333333,2
2,2B,Jurickson Profar,31117,13,23,3.8333333333333335,2
3,3B,Manny Machado,31097,6,26,4.333333333333333,2
4,SS,J.P. Crawford,33210,13,26.5,4.416666666666667,2
5,OF,Byron Buxton,32655,9,29,9.666666666666666,2
5,OF,Joc Pederson,31392,9,29,4.833333333333333,2
5,OF,Cody Bellinger,33912,5,27,4.5,2
5,OF,Ian Happ,34945,5,25.5,3.642857142857143,2
5,OF,Mookie Betts,33039,5,25,4.166666666666667,2
6,2B/SS,Wander Franco,40929,5,26.5,5.3,2
7,1B/3B,Freddie Freeman,30193,12,29.5,4.916666666666667,2
12,UTIL,Anthony Rizzo,30782,4,27.5,4.583333333333333,2
14,SP,Frankie Montas,33249,5,50,25,2
14,SP,Shane McClanahan,41199,2,48.5,24.25,2
14,SP,Robbie Ray,32175,7,37,18.5,2
14,SP,Kyle Hendricks,33173,5,35,17.5,2
14,SP,Shohei Ohtani,39832,14,33.5,33.5,2
14,SP,Max Fried,32685,9,32,32,2
15,RP,Josh Hader,32760,5,28,7,2
15,RP,David Bednar,38303,13,21.5,7.166666666666667,2
15,RP,Aroldis Chapman,30442,9,19,6.333333333333333,2
0,C,Will Smith,38309,4,15.5,3.1,3
1,1B,Anthony Rizzo,30782,4,37.5,6.25,3
2,2B,Jake Cronenworth,36364,11,26.5,4.416666666666667,3
3,3B,Jose Ramirez,32801,7,37.5,5.357142857142857,3
4,SS,Willy Adames,33675,14,38.5,5.5,3
5,OF,Aaron Judge,33192,2,39.5,7.9,3
5,OF,Kyle Tucker,34967,8,37,5.285714285714286,3
5,OF,Mike Trout,30836,13,37,5.285714285714286,3
5,OF,Taylor Ward,34923,7,37,6.166666666666667,3
5,OF,Yordan Alvarez,36018,12,36.5,5.214285714285714,3
6,2B/SS,Corey Seager,32691,6,26.5,3.7857142857142856,3
7,1B/3B,Eric Hosmer,30993,5,37,6.166666666666667,3
12,UTIL,Adolis Garcia,35537,7,32.5,4.642857142857143,3
14,SP,Walker Buehler,39251,12,61,30.5,3
14,SP,Corbin Burnes,39878,6,60,30,3
14,SP,Kevin Gausman,32667,12,54,27,3
14,SP,Nathan Eovaldi,31174,12,52.5,26.25,3
14,SP,Miles Mikolas,32116,1,52,26,3
14,SP,Max Scherzer,28976,13,47,23.5,3
15,RP,Jordan Romano,36380,2,23,5.75,3
15,RP,Taylor Rogers,33671,14,23,5.75,3
15,RP,Edwin Diaz,35394,8,22,7.333333333333333,3
0,C,Daulton Varsho,40963,5,24,4.8,4
1,1B,Pete Alonso,37498,13,31.5,4.5,4
2,2B,Jose Altuve,31662,2,30.5,4.357142857142857,4
3,3B,Manny Machado,31097,6,32.5,5.416666666666667,4
4,SS,Jazz Chisholm Jr.,41433,9,30,4.285714285714286,4
5,OF,Jared Walsh,35673,7,31,4.428571428571429,4
5,OF,Mookie Betts,33039,5,27.5,5.5,4
5,OF,Christian Yelich,31283,11,27,4.5,4
5,OF,Cedric Mullins,35578,7,26,4.333333333333333,4
5,OF,Austin Hays,36928,4,24.5,4.083333333333333,4
6,2B/SS,Willy Adames,33675,14,29,4.833333333333333,4
7,1B/3B,Josh Bell,32517,13,29,4.833333333333333,4
12,UTIL,Jesus Aguilar,32132,6,27.5,3.928571428571429,4
14,SP,Dylan Cease,34943,6,51,25.5,4
14,SP,Max Fried,32685,9,48,24,4
14,SP,Zac Gallen,39910,8,46.5,23.25,4
14,SP,Pablo Lopez,39671,13,35.5,17.75,4
14,SP,Alek Manoah,42436,4,32,16,4
14,SP,Jordan Montgomery,38173,4,30.5,15.25,4
15,RP,Liam Hendriks,31755,8,37.5,7.5,4
15,RP,David Bednar,38303,9,20,10,4
15,RP,Daniel Bard,30158,14,19.5,6.5,4
0,C,Tyler Stephenson,34975,7,23.5,3.9166666666666665,5
1,1B,Rhys Hoskins,35291,5,36.5,5.214285714285714,5
2,2B,Jean Segura,31037,7,35.5,5.916666666666667,5
3,3B,Rafael Devers,33859,14,32.5,6.5,5
4,SS,Bobby Witt Jr.,42403,12,25.5,3.642857142857143,5
5,OF,Bryce Harper,30951,9,52,8.666666666666666,5
5,OF,Giancarlo Stanton,30583,1,40.5,6.75,5
5,OF,Aaron Judge,33192,2,37.5,5.357142857142857,5
5,OF,Mike Trout,30836,13,35,5,5
5,OF,Whit Merrifield,32422,1,31.5,4.5,5
6,2B/SS,Kolten Wong,32061,12,29,5.8,5
7,1B/3B,Paul Goldschmidt,31027,5,35,5.833333333333333,5
12,UTIL,Shohei Ohtani,39832,14,41.5,6.916666666666667,5
14,SP,Nestor Cortes,36480,11,66,33,5
14,SP,Tarik Skubal,42409,9,56.5,28.25,5
14,SP,Justin Verlander,6341,13,48.5,24.25,5
14,SP,Kyle Hendricks,33173,5,45,22.5,5
14,SP,Martin Perez,31098,9,45,22.5,5
14,SP,Shane McClanahan,41199,2,34.5,34.5,5
15,RP,David Bednar,38303,9,27,6.75,5
15,RP,Scott Barlow,32156,12,20,6.666666666666667,5
15,RP,Edwin Diaz,35394,8,17,5.666666666666667,5
0,C,Gary Sanchez,31095,6,23.5,3.9166666666666665,6
1,1B,Paul Goldschmidt,31027,5,35.5,5.916666666666667,6
2,2B,Trevor Story,32150,1,57,8.142857142857142,6
3,3B,Rafael Devers,33859,14,34,4.857142857142857,6
4,SS,Tim Anderson,33184,2,29.5,4.916666666666667,6
5,OF,Mookie Betts,33039,5,43.5,6.214285714285714,6
