team_home,team_away,day_of_matchup,days_left,score_diff,starts_left_home,starts_left_away,start_advantage,win_prob,win_prob_lr
Blasphemous Hot Takes,Framber Valdez Oil Spill,0,14,0,16,16,0,0.5809100126038502,0.4746598257190957
Blasphemous Hot Takes,Framber Valdez Oil Spill,1,13,1,16,15,1,0.49402879272070294,0.5356119863362857
Blasphemous Hot Takes,Framber Valdez Oil Spill,2,12,-5,14,13,1,0.4725106903036671,0.4762305145071727
Blasphemous Hot Takes,Framber Valdez Oil Spill,3,11,12,13,12,1,0.5507959966094615,0.64077469382362
Blasphemous Hot Takes,Framber Valdez Oil Spill,4,10,43.5,11,11,0,0.7026296083480635,0.8461920650169462
Blasphemous Hot Takes,Framber Valdez Oil Spill,5,9,73,11,8,3,0.893622181771513,0.95001496076077
Blasphemous Hot Takes,Framber Valdez Oil Spill,6,8,70,10,8,2,0.8883602306780909,0.9344440763459345
Blasphemous Hot Takes,Framber Valdez Oil Spill,7,7,74,9,7,2,0.9031315345403894,0.9425180629158695
Blasphemous Hot Takes,Framber Valdez Oil Spill,8,6,79.5,7,7,0,0.9100345279541628,0.960836812031094
Blasphemous Hot Takes,Framber Valdez Oil Spill,9,5,58,6,6,0,0.8251753552920088,0.9094719839115533
Blasphemous Hot Takes,Framber Valdez Oil Spill,10,4,56,4,2,2,0.8771010262384136,0.897239501010926
Blasphemous Hot Takes,Framber Valdez Oil Spill,11,3,72,3,2,1,0.9589187505890868,0.9505989362043389
Blasphemous Hot Takes,Framber Valdez Oil Spill,12,2,74,3,1,2,0.9537474557188486,0.9425180629158695
Blasphemous Hot Takes,Framber Valdez Oil Spill,13,1,111.5,1,0,1,0.9871406633920025,0.9892590759504125
All That is Wright,The Novaks,0,14,0,16,16,0,0.5446028685568797,0.4746598257190957
All That is Wright,The Novaks,1,13,2,15,15,0,0.4827640360392353,0.4954024715246641
All That is Wright,The Novaks,2,12,-11,14,13,1,0.4669147842282896,0.4175135608137391
All That is Wright,The Novaks,3,11,-5.5,14,12,2,0.4818672706038079,0.5034665731319038
All That is Wright,The Novaks,4,10,-24,14,11,3,0.3681790824500577,0.33806631293196165
All That is Wright,The Novaks,5,9,55.5,10,11,-1,0.7192640753174779,0.795239748853914
All That is Wright,The Novaks,6,8,76.5,8,10,-2,0.8786717459545174,0.919587891205886
All That is Wright,The Novaks,7,7,63,8,9,-1,0.8506023129452969,0.8287231641073738
All That is Wright,The Novaks,8,6,55.5,8,9,-1,0.7482252182150838,0.795239748853914
All That is Wright,The Novaks,9,5,13.5,7,6,1,0.5550421127054865,0.6543437231591783
All That is Wright,The Novaks,10,4,95.5,5,5,0,0.9672848916720487,0.9794579078064838
All That is Wright,The Novaks,11,3,130.5,1,3,-2,0.9823986405845831,0.9892126829685438
All That is Wright,The Novaks,12,2,175,0,0,0,0.993557302898886,0.9992282194087788
All That is Wright,The Novaks,13,1,195.5,0,0,0,0.9938535795953274,0.9996704234333179
It's Gonna Be Gley,Crown Heights Crusaders,0,14,0,16,16,0,0.5467080155110298,0.4746598257190957
It's Gonna Be Gley,Crown Heights Crusaders,1,13,7.5,14,16,-2,0.5131570663636371,0.4444087643170132
