team_id,ip,earned_runs,n,start_type,team
11,6.1,3,1,QS,The West Bank Occupiers
11,6.1,5,2,Bad Start,The West Bank Occupiers
11,6.2,0,2,QS,The West Bank Occupiers
11,6.2,2,1,QS,The West Bank Occupiers
11,6.2,3,1,QS,The West Bank Occupiers
11,7.0,0,9,QS,The West Bank Occupiers
11,7.0,1,5,QS,The West Bank Occupiers
11,7.0,2,5,QS,The West Bank Occupiers
11,7.0,3,4,QS,The West Bank Occupiers
11,7.0,4,1,QS Potential,The West Bank Occupiers
11,< 3,3,1,Bad Start,The West Bank Occupiers
11,< 3,4,2,Bad Start,The West Bank Occupiers
11,< 3,6+,1,Bad Start,The West Bank Occupiers
11,> 7,0,2,QS,The West Bank Occupiers
11,> 7,1,3,QS,The West Bank Occupiers
11,> 7,2,1,QS,The West Bank Occupiers
11,CG,4,1,CG,The West Bank Occupiers
12,3.0,4,1,Bad Start,Blasphemous Hot Takes
12,3.1,3,1,Bad Start,Blasphemous Hot Takes
12,3.1,4,1,Bad Start,Blasphemous Hot Takes
12,3.1,6+,1,Bad Start,Blasphemous Hot Takes
12,3.2,6+,1,Bad Start,Blasphemous Hot Takes
12,4.0,0,1,Bad Start,Blasphemous Hot Takes
12,4.0,1,1,Bad Start,Blasphemous Hot Takes
12,4.0,3,1,Bad Start,Blasphemous Hot Takes
12,4.0,4,2,Bad Start,Blasphemous Hot Takes
12,4.0,5,2,Bad Start,Blasphemous Hot Takes
12,4.0,6+,2,Bad Start,Blasphemous Hot Takes
12,4.1,4,2,Bad Start,Blasphemous Hot Takes
12,4.2,0,1,Bad Start,Blasphemous Hot Takes
12,4.2,1,1,Bad Start,Blasphemous Hot Takes
12,4.2,4,2,Bad Start,Blasphemous Hot Takes
12,5.0,0,2,QS Potential,Blasphemous Hot Takes
12,5.0,1,3,QS Potential,Blasphemous Hot Takes
12,5.0,2,6,QS Potential,Blasphemous Hot Takes
12,5.0,3,5,QS Potential,Blasphemous Hot Takes
12,5.0,4,5,Bad Start,Blasphemous Hot Takes
12,5.0,5,2,Bad Start,Blasphemous Hot Takes
12,5.0,6+,1,Bad Start,Blasphemous Hot Takes
12,5.1,1,4,QS Potential,Blasphemous Hot Takes
12,5.1,2,4,QS Potential,Blasphemous Hot Takes
12,5.1,3,5,QS Potential,Blasphemous Hot Takes
12,5.1,4,1,Bad Start,Blasphemous Hot Takes
12,5.1,6+,1,Bad Start,Blasphemous Hot Takes
12,5.2,0,3,Blue Balls,Blasphemous Hot Takes
12,5.2,1,5,Blue Balls,Blasphemous Hot Takes
12,5.2,2,2,Blue Balls,Blasphemous Hot Takes
12,5.2,3,1,Blue Balls,Blasphemous Hot Takes
12,5.2,5,2,Bad Start,Blasphemous Hot Takes
12,5.2,6+,1,Bad Start,Blasphemous Hot Takes
12,6.0,0,7,QS,Blasphemous Hot Takes
12,6.0,1,14,QS,Blasphemous Hot Takes
12,6.0,2,14,QS,Blasphemous Hot Takes
12,6.0,3,7,QS,Blasphemous Hot Takes
12,6.0,4,5,QS Potential,Blasphemous Hot Takes
12,6.1,0,2,QS,Blasphemous Hot Takes
12,6.1,1,2,QS,Blasphemous Hot Takes
12,6.1,2,5,QS,Blasphemous Hot Takes
12,6.1,3,2,QS,Blasphemous Hot Takes
12,6.1,4,1,QS Potential,Blasphemous Hot Takes
12,6.2,0,2,QS,Blasphemous Hot Takes
12,6.2,1,1,QS,Blasphemous Hot Takes
12,6.2,2,1,QS,Blasphemous Hot Takes
12,7.0,0,10,QS,Blasphemous Hot Takes
12,7.0,1,12,QS,Blasphemous Hot Takes
12,7.0,2,2,QS,Blasphemous Hot Takes
12,7.0,3,1,QS,Blasphemous Hot Takes
12,< 3,0,1,Bad Start,Blasphemous Hot Takes
12,< 3,5,2,Bad Start,Blasphemous Hot Takes
12,< 3,6+,2,Bad Start,Blasphemous Hot Takes
12,> 7,0,2,QS,Blasphemous Hot Takes
12,> 7,1,1,QS,Blasphemous Hot Takes
13,3.0,3,1,Bad Start,Ketel Bells
13,3.0,5,1,Bad Start,Ketel Bells
13,3.0,6+,1,Bad Start,Ketel Bells
13,3.1,6+,1,Bad Start,Ketel Bells
13,3.2,2,2,Bad Start,Ketel Bells
13,4.0,0,2,Bad Start,Ketel Bells
13,4.0,1,1,Bad Start,Ketel Bells
13,4.0,2,1,Bad Start,Ketel Bells
13,4.0,3,2,Bad Start,Ketel Bells
13,4.0,4,3,Bad Start,Ketel Bells
13,4.0,5,1,Bad Start,Ketel Bells
13,4.0,6+,1,Bad Start,Ketel Bells
13,4.1,2,2,Bad Start,Ketel Bells
13,4.1,3,2,Bad Start,Ketel Bells
13,4.2,3,1,Bad Start,Ketel Bells
13,4.2,5,1,Bad Start,Ketel Bells
13,5.0,0,8,QS Potential,Ketel Bells
13,5.0,1,7,QS Potential,Ketel Bells
13,5.0,2,8,QS Potential,Ketel Bells
13,5.0,3,8,QS Potential,Ketel Bells
13,5.0,4,1,Bad Start,Ketel Bells
13,5.0,5,2,Bad Start,Ketel Bells
13,5.1,1,1,QS Potential,Ketel Bells
13,5.1,2,4,QS Potential,Ketel Bells
13,5.1,3,1,QS Potential,Ketel Bells
13,5.1,5,2,Bad Start,Ketel Bells
13,5.1,6+,1,Bad Start,Ketel Bells
13,5.2,0,2,Blue Balls,Ketel Bells
13,5.2,2,2,Blue Balls,Ketel Bells
13,5.2,3,2,Blue Balls,Ketel Bells
13,5.2,4,2,Bad Start,Ketel Bells
13,5.2,5,1,Bad Start,Ketel Bells
13,6.0,0,9,QS,Ketel Bells
13,6.0,1,18,QS,Ketel Bells
13,6.0,2,15,QS,Ketel Bells
13,6.0,3,4,QS,Ketel Bells
13,6.0,4,1,QS Potential,Ketel Bells
13,6.0,5,1,Bad Start,Ketel Bells
13,6.0,6+,1,Bad Start,Ketel Bells
13,6.1,0,1,QS,Ketel Bells
13,6.1,2,1,QS,Ketel Bells
13,6.1,3,1,QS,Ketel Bells
13,6.2,0,3,QS,Ketel Bells
13,6.2,3,1,QS,Ketel Bells
13,6.2,4,1,QS Potential,Ketel Bells
13,7.0,0,8,QS,Ketel Bells
13,7.0,1,8,QS,Ketel Bells
13,7.0,2,5,QS,Ketel Bells
13,< 3,0,1,Bad Start,Ketel Bells
13,< 3,2,2,Bad Start,Ketel Bells
13,< 3,5,1,Bad Start,Ketel Bells
13,< 3,6+,2,Bad Start,Ketel Bells
13,> 7,0,4,QS,Ketel Bells
13,> 7,1,2,QS,Ketel Bells
13,CG,0,1,CG,Ketel Bells
13,CG,1,1,CG,Ketel Bells
14,3.0,5,1,Bad Start,Burnes Notice
14,3.0,6+,1,Bad Start,Burnes Notice
14,3.1,5,1,Bad Start,Burnes Notice
14,3.1,6+,2,Bad Start,Burnes Notice
14,3.2,3,1,Bad Start,Burnes Notice
14,4.0,1,2,Bad Start,Burnes Notice
14,4.0,2,1,Bad Start,Burnes Notice
14,4.0,4,3,Bad Start,Burnes Notice
14,4.0,5,3,Bad Start,Burnes Notice
14,4.0,6+,4,Bad Start,Burnes Notice
14,4.1,2,1,Bad Start,Burnes Notice
14,4.1,3,1,Bad Start,Burnes Notice
14,4.1,5,1,Bad Start,Burnes Notice
14,4.2,0,1,Bad Start,Burnes Notice
14,4.2,1,1,Bad Start,Burnes Notice
14,4.2,4,1,Bad Start,Burnes Notice
14,4.2,5,1,Bad Start,Burnes Notice
14,5.0,0,7,QS Potential,Burnes Notice
14,5.0,1,3,QS Potential,Burnes Notice
14,5.0,2,7,QS Potential,Burnes Notice
14,5.0,3,6,QS Potential,Burnes Notice
14,5.0,4,3,Bad Start,Burnes Notice
14,5.0,5,1,Bad Start,Burnes Notice
14,5.0,6+,2,Bad Start,Burnes Notice
14,5.1,0,1,QS Potential,Burnes Notice
14,5.1,1,3,QS Potential,Burnes Notice
14,5.1,2,2,QS Potential,Burnes Notice
14,5.1,3,3,QS Potential,Burnes Notice
14,5.1,4,1,Bad Start,Burnes Notice
14,5.1,5,1,Bad Start,Burnes Notice
14,5.1,6+,1,Bad Start,Burnes Notice
14,5.2,0,1,Blue Balls,Burnes Notice
14,5.2,1,3,Blue Balls,Burnes Notice
14,5.2,2,7,Blue Balls,Burnes Notice
14,5.2,3,2,Blue Balls,Burnes Notice
14,5.2,4,1,Bad Start,Burnes Notice
14,5.2,5,1,Bad Start,Burnes Notice
14,5.2,6+,1,Bad Start,Burnes Notice
14,6.0,0,7,QS,Burnes Notice
14,6.0,1,12,QS,Burnes Notice
14,6.0,2,9,QS,Burnes Notice
14,6.0,3,9,QS,Burnes Notice
14,6.0,4,7,QS Potential,Burnes Notice
14,6.0,5,2,Bad Start,Burnes Notice
14,6.1,1,2,QS,Burnes Notice
14,6.1,2,1,QS,Burnes Notice
14,6.1,4,3,QS Potential,Burnes Notice
14,6.2,0,3,QS,Burnes Notice
14,6.2,1,2,QS,Burnes Notice
14,6.2,3,1,QS,Burnes Notice
14,7.0,0,6,QS,Burnes Notice
14,7.0,1,6,QS,Burnes Notice
14,7.0,2,4,QS,Burnes Notice
14,7.0,3,3,QS,Burnes Notice
14,7.0,5,1,Bad Start,Burnes Notice
14,< 3,2,1,Bad Start,Burnes Notice
14,< 3,3,1,Bad Start,Burnes Notice
14,< 3,4,1,Bad Start,Burnes Notice
14,< 3,6+,1,Bad Start,Burnes Notice
14,> 7,0,2,QS,Burnes Notice
14,> 7,1,1,QS,Burnes Notice
14,CG,0,2,CG,Burnes Notice
14,CG,2,1,CG,Burnes Notice
